,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-19546000.0,13495000.0,-8745000.0,7840000.0,
Repayment Of Debt,-2083000.0,0.0,,,
Issuance Of Debt,0.0,20000000.0,,,
Issuance Of Capital Stock,51318000.0,0.0,,,
Capital Expenditure,,,-27000.0,-483000.0,-14000.0
End Cash Position,14931000.0,2341000.0,4406000.0,3586000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,,
Beginning Cash Position,2341000.0,4406000.0,3586000.0,3228000.0,
Effect Of Exchange Rate Changes,-100000.0,-222000.0,128000.0,195000.0,
Changes In Cash,12690000.0,-1844000.0,692000.0,163000.0,
Financing Cash Flow,32236000.0,-12223000.0,12670000.0,-2565000.0,
Cash Dividends Paid,,,-4511000.0,,
Common Stock Dividend Paid,,0.0,-4511000.0,0.0,
Net Common Stock Issuance,51318000.0,0.0,,,
Common Stock Issuance,51318000.0,0.0,,,
Net Issuance Payments Of Debt,-10092000.0,-7516000.0,21385000.0,1556000.0,
Net Short Term Debt Issuance,-8009000.0,-27516000.0,21385000.0,1556000.0,
Net Long Term Debt Issuance,-2083000.0,20000000.0,0.0,,
Long Term Debt Payments,-2083000.0,0.0,,,
Long Term Debt Issuance,0.0,20000000.0,,,
Investing Cash Flow,0.0,-3116000.0,-3260000.0,-5595000.0,
Net Investment Purchase And Sale,0.0,-116000.0,-233000.0,-233000.0,
Purchase Of Investment,0.0,-116000.0,-233000.0,-233000.0,
Net Business Purchase And Sale,0.0,-3000000.0,-3000000.0,-4879000.0,
Purchase Of Business,0.0,-3000000.0,-3000000.0,-4879000.0,
Net PPE Purchase And Sale,0.0,0.0,-27000.0,-483000.0,
Purchase Of PPE,0.0,0.0,-27000.0,-483000.0,
Operating Cash Flow,-19546000.0,13495000.0,-8718000.0,8323000.0,
Taxes Refund Paid,-37000.0,-3905000.0,-3439000.0,-1904000.0,
Interest Received Cfo,,,0.0,0.0,196000.0
Interest Paid Cfo,-2855000.0,-2446000.0,-2033000.0,-1601000.0,
Change In Working Capital,2027000.0,34577000.0,-15577000.0,-11775000.0,
Change In Other Current Liabilities,-30984000.0,-8136000.0,13257000.0,12731000.0,
Change In Receivables,33011000.0,42713000.0,-28834000.0,-24506000.0,
Other Non Cash Items,,-683000.0,,,
Provisionand Write Offof Assets,0.0,116000.0,233000.0,233000.0,
Depreciation And Amortization,55250000.0,112810000.0,5218000.0,4977000.0,
Depreciation,55250000.0,112810000.0,5218000.0,4977000.0,
Net Income From Continuing Operations,-73931000.0,-126974000.0,6880000.0,18393000.0,
