,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,16736000.0,-46088000.0,-34439000.0,-64678000.0,
Repayment Of Debt,0.0,-686000.0,0.0,-298000.0,
Issuance Of Capital Stock,0.0,47643000.0,0.0,100001000.0,
Capital Expenditure,-40053000.0,-50971000.0,-40874000.0,-29217000.0,
End Cash Position,49676000.0,59546000.0,52100000.0,96110000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,-1000.0,,-1000.0,762000.0
Beginning Cash Position,59546000.0,52100000.0,96110000.0,62434000.0,
Effect Of Exchange Rate Changes,980000.0,-378000.0,701000.0,1278000.0,
Changes In Cash,-10850000.0,7825000.0,-44711000.0,32399000.0,
Financing Cash Flow,-22996000.0,53913000.0,-10272000.0,89639000.0,
Net Other Financing Charges,,-2500000.0,-5000000.0,1000.0,-233000.0
Net Common Stock Issuance,0.0,47643000.0,0.0,100001000.0,
Common Stock Issuance,0.0,47643000.0,0.0,100001000.0,
Net Issuance Payments Of Debt,-16288000.0,24466000.0,0.0,-298000.0,
Net Short Term Debt Issuance,-16288000.0,25152000.0,0.0,,
Net Long Term Debt Issuance,0.0,-686000.0,0.0,-298000.0,
Long Term Debt Payments,0.0,-686000.0,0.0,-298000.0,
Investing Cash Flow,-44643000.0,-50971000.0,-40874000.0,-21779000.0,
Net Other Investing Changes,,,,1000.0,-762000.0
Net Business Purchase And Sale,-4590000.0,0.0,0.0,7437000.0,
Sale Of Business,,,0.0,7437000.0,
Purchase Of Business,-4590000.0,0.0,,,-255000.0
Net Intangibles Purchase And Sale,-17894000.0,-33866000.0,-27713000.0,-15922000.0,
Purchase Of Intangibles,-17894000.0,-33866000.0,-27713000.0,-15922000.0,
Net PPE Purchase And Sale,-22159000.0,-17105000.0,-13161000.0,-13295000.0,
Purchase Of PPE,-22159000.0,-17105000.0,-13161000.0,-13295000.0,
Operating Cash Flow,56789000.0,4883000.0,6435000.0,-35461000.0,
Taxes Refund Paid,-2936000.0,-1338000.0,161000.0,-180000.0,
Interest Received Cfo,500000.0,467000.0,1078000.0,384000.0,
Interest Paid Cfo,-2603000.0,-3324000.0,-1244000.0,-1254000.0,
Change In Working Capital,14976000.0,10366000.0,44245000.0,-20272000.0,
Change In Other Current Liabilities,-7600000.0,39777000.0,43526000.0,16277000.0,
Change In Inventory,1661000.0,-1841000.0,-6452000.0,593000.0,
Change In Receivables,20915000.0,-27570000.0,7172000.0,-37142000.0,
Other Non Cash Items,-1000.0,,765000.0,802000.0,
Depreciation And Amortization,50716000.0,37812000.0,28407000.0,23664000.0,
Amortization Cash Flow,50716000.0,37812000.0,28407000.0,23664000.0,
Depreciation,,,,,10713000.0
Gain Loss On Investment Securities,845000.0,977000.0,765000.0,802000.0,
Net Foreign Currency Exchange Gain Loss,-687000.0,-3242000.0,29000.0,0.0,
Net Income From Continuing Operations,-4022000.0,-36832000.0,-67006000.0,-38605000.0,
