,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,3125000000.0,4958000000.0,4629000000.0,9708000000.0,
Repurchase Of Capital Stock,-63000000.0,-355000000.0,-72000000.0,-41000000.0,
Repayment Of Debt,-10491000000.0,-101000000.0,-144000000.0,,-50855000000.0
Issuance Of Debt,,3349000000.0,519000000.0,,50787000000.0
Capital Expenditure,-585000000.0,-353000000.0,-362000000.0,-334000000.0,
End Cash Position,2504000000.0,3769000000.0,3474000000.0,4553000000.0,
Other Cash Adjustment Outside Changein Cash,,-2000000.0,-1000000.0,,-1000000.0
Beginning Cash Position,3769000000.0,3474000000.0,4553000000.0,2134000000.0,
Effect Of Exchange Rate Changes,408000000.0,4000000.0,443000000.0,-15000000.0,
Changes In Cash,-1673000000.0,293000000.0,-1522000000.0,2434000000.0,
Other Cash Adjustment Inside Changein Cash,0.0,-197000000.0,,,
Financing Cash Flow,-14586000000.0,-2261000000.0,-4884000000.0,401000000.0,
Net Other Financing Charges,-88000000.0,-153000000.0,364000000.0,-2000000.0,
Interest Paid Cff,-3430000000.0,-2994000000.0,-3278000000.0,,
Cash Dividends Paid,,-1627000000.0,-1632000000.0,-1451000000.0,-1332000000.0
Common Stock Dividend Paid,0.0,-1627000000.0,-1632000000.0,-1451000000.0,
Net Common Stock Issuance,-63000000.0,-355000000.0,-72000000.0,-41000000.0,
Common Stock Payments,-63000000.0,-355000000.0,-72000000.0,-41000000.0,
Net Issuance Payments Of Debt,-10491000000.0,3349000000.0,375000000.0,2139000000.0,
Net Long Term Debt Issuance,-10491000000.0,3349000000.0,375000000.0,2139000000.0,
Long Term Debt Payments,-10491000000.0,-101000000.0,-144000000.0,,-50855000000.0
Long Term Debt Issuance,,3349000000.0,519000000.0,,50787000000.0
Investing Cash Flow,9203000000.0,-2560000000.0,-1629000000.0,-8009000000.0,
Net Other Investing Changes,-274000000.0,-1000000.0,352000000.0,-710000000.0,
Net Investment Purchase And Sale,2963000000.0,271000000.0,-1789000000.0,-7038000000.0,
Sale Of Investment,4442000000.0,5385000000.0,5320000000.0,,
Purchase Of Investment,-1479000000.0,-5114000000.0,-7109000000.0,-7038000000.0,
Net Investment Properties Purchase And Sale,,,27000000.0,70000000.0,-24000000.0
Sale Of Investment Properties,,,,70000000.0,
Purchase Of Investment Properties,,,,,-24000000.0
Net Business Purchase And Sale,7070000000.0,-2481000000.0,511000000.0,0.0,
Sale Of Business,8640000000.0,,790000000.0,0.0,
Purchase Of Business,-1570000000.0,-2481000000.0,-279000000.0,0.0,
Net Intangibles Purchase And Sale,-508000000.0,-227000000.0,-268000000.0,-72000000.0,
Sale Of Intangibles,23000000.0,2000000.0,7000000.0,,
Purchase Of Intangibles,-531000000.0,-229000000.0,-275000000.0,-72000000.0,
Net PPE Purchase And Sale,-48000000.0,-123000000.0,-83000000.0,-259000000.0,
Sale Of PPE,6000000.0,1000000.0,4000000.0,3000000.0,
Purchase Of PPE,-54000000.0,-124000000.0,-87000000.0,-262000000.0,
Operating Cash Flow,3710000000.0,5311000000.0,4991000000.0,10042000000.0,
Taxes Refund Paid,-860000000.0,-1137000000.0,-1444000000.0,-893000000.0,
Interest Received Cfo,,,85000000.0,22000000.0,43000000.0
Interest Paid Cfo,,,-2274000000.0,-1822000000.0,-1792000000.0
Dividend Received Cfo,351000000.0,412000000.0,,,
Change In Working Capital,-608000000.0,-189000000.0,-757000000.0,1057000000.0,
Change In Other Current Assets,,,-716000000.0,1172000000.0,430000000.0
Change In Receivables,,,-65000000.0,-115000000.0,36000000.0
Other Non Cash Items,-325000000.0,334000000.0,3988000000.0,5649000000.0,
Depreciation And Amortization,2628000000.0,1536000000.0,3220000000.0,1500000000.0,
Amortization Cash Flow,2395000000.0,1545000000.0,,,
Depreciation,2628000000.0,1536000000.0,3220000000.0,1500000000.0,
Gain Loss On Investment Securities,79000000.0,-9000000.0,-117000000.0,,
Gain Loss On Sale Of Business,,0.0,-408000000.0,0.0,
Net Income From Continuing Operations,2445000000.0,4364000000.0,154000000.0,6475000000.0,
