,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,749000000.0,984000000.0,1162000000.0,1013000000.0,
Repurchase Of Capital Stock,0.0,0.0,,0.0,-29000000.0
Repayment Of Debt,-3537000000.0,-149000000.0,-88000000.0,-134000000.0,
Issuance Of Debt,3432000000.0,965000000.0,1599000000.0,1658000000.0,
Issuance Of Capital Stock,,0.0,9000000.0,794000000.0,0.0
End Cash Position,405000000.0,98000000.0,88000000.0,1150000000.0,
Beginning Cash Position,98000000.0,88000000.0,1150000000.0,0.0,
Changes In Cash,307000000.0,10000000.0,-1062000000.0,1150000000.0,
Financing Cash Flow,-176000000.0,479000000.0,1084000000.0,1812000000.0,
Net Other Financing Charges,,,-65000000.0,,
Cash Dividends Paid,-71000000.0,-337000000.0,-371000000.0,-443000000.0,
Common Stock Dividend Paid,,,,,-221000000.0
Net Common Stock Issuance,0.0,0.0,9000000.0,794000000.0,
Common Stock Payments,0.0,0.0,,0.0,-29000000.0
Common Stock Issuance,,0.0,9000000.0,794000000.0,0.0
Net Issuance Payments Of Debt,-105000000.0,816000000.0,1511000000.0,1461000000.0,
Net Short Term Debt Issuance,0.0,0.0,0.0,-63000000.0,
Net Long Term Debt Issuance,-105000000.0,816000000.0,1511000000.0,1524000000.0,
Long Term Debt Payments,-3537000000.0,-149000000.0,-88000000.0,-134000000.0,
Long Term Debt Issuance,3432000000.0,965000000.0,1599000000.0,1658000000.0,
Investing Cash Flow,-266000000.0,-1453000000.0,-3308000000.0,-1675000000.0,
Net Other Investing Changes,-1000000.0,,,,
Net Investment Purchase And Sale,,,-1307000000.0,-1219000000.0,-1518000000.0
Purchase Of Investment,,,-1307000000.0,-1219000000.0,-1518000000.0
Net Investment Properties Purchase And Sale,-265000000.0,-1453000000.0,-3308000000.0,-456000000.0,
Sale Of Investment Properties,1761000000.0,178000000.0,28000000.0,240000000.0,
Purchase Of Investment Properties,-2026000000.0,-1631000000.0,-3336000000.0,-696000000.0,
Operating Cash Flow,749000000.0,984000000.0,1162000000.0,1013000000.0,
Taxes Refund Paid,-128000000.0,-28000000.0,-16000000.0,-53000000.0,
Interest Received Cfo,75000000.0,9000000.0,4000000.0,5000000.0,
Interest Paid Cfo,-797000000.0,-693000000.0,-277000000.0,-189000000.0,
Change In Working Capital,-51000000.0,65000000.0,72000000.0,31000000.0,
Change In Other Current Liabilities,-70000000.0,41000000.0,178000000.0,-60000000.0,
Change In Receivables,19000000.0,24000000.0,-106000000.0,91000000.0,
Other Non Cash Items,-85000000.0,-87000000.0,-90000000.0,-70000000.0,
Depreciation And Amortization,7000000.0,7000000.0,0.0,0.0,
Depreciation,7000000.0,7000000.0,,,1000000.0
Net Income From Continuing Operations,1728000000.0,1711000000.0,1469000000.0,1289000000.0,
