,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-53901000.0,-47941000.0,-75922000.0,-48669000.0,
Repayment Of Debt,-36000.0,-141000.0,-111000.0,-214000.0,
Issuance Of Debt,,,0.0,264000.0,0.0
Issuance Of Capital Stock,0.0,103506000.0,6120000.0,0.0,
Capital Expenditure,-964000.0,-2107000.0,-6132000.0,-23206000.0,
End Cash Position,34404000.0,88341000.0,45699000.0,115712000.0,
Beginning Cash Position,88341000.0,45699000.0,115712000.0,164252000.0,
Changes In Cash,-53937000.0,42642000.0,-70013000.0,-48540000.0,
Financing Cash Flow,-36000.0,90583000.0,5909000.0,50000.0,
Net Common Stock Issuance,0.0,103506000.0,6120000.0,0.0,
Common Stock Issuance,0.0,103506000.0,6120000.0,0.0,
Net Issuance Payments Of Debt,-36000.0,-141000.0,-111000.0,50000.0,
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,
Net Long Term Debt Issuance,-36000.0,-141000.0,-111000.0,50000.0,
Long Term Debt Payments,-36000.0,-141000.0,-111000.0,-214000.0,
Long Term Debt Issuance,,,0.0,264000.0,0.0
Investing Cash Flow,-964000.0,-2107000.0,-6132000.0,-23127000.0,
Net Intangibles Purchase And Sale,-964000.0,-1016000.0,-1009000.0,-455000.0,
Purchase Of Intangibles,-964000.0,-1016000.0,-1009000.0,-455000.0,
Net PPE Purchase And Sale,0.0,-56000.0,-881000.0,-690000.0,
Sale Of PPE,0.0,0.0,0.0,79000.0,
Purchase Of PPE,0.0,-56000.0,-881000.0,-769000.0,
Capital Expenditure Reported,0.0,-1035000.0,-4242000.0,-21982000.0,
Operating Cash Flow,-52937000.0,-45834000.0,-69790000.0,-25463000.0,
Interest Received Cfo,1892000.0,2248000.0,383000.0,92000.0,
Interest Paid Cfo,-130000.0,-133000.0,-125000.0,-74000.0,
Change In Working Capital,-1955000.0,3603000.0,-26537000.0,-2257000.0,
Change In Other Current Liabilities,3602000.0,6944000.0,-6154000.0,3419000.0,
Change In Inventory,-7031000.0,-588000.0,-20810000.0,-5029000.0,
Change In Receivables,1474000.0,-2753000.0,427000.0,-647000.0,
Deferred Tax,,,3000.0,0.0,35000.0
Depreciation And Amortization,18530000.0,24599000.0,20858000.0,6152000.0,
Depreciation,18530000.0,24599000.0,20858000.0,6152000.0,
Net Foreign Currency Exchange Gain Loss,-87000.0,-100000.0,44000.0,17000.0,
Net Income From Continuing Operations,-77277000.0,-93579000.0,-64413000.0,-29393000.0,
