,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,90000000.0,210000000.0,544000000.0,-75000000.0
Repayment Of Debt,-227000000.0,-136000000.0,-5919000000.0,-2503000000.0
Issuance Of Debt,65000000.0,0.0,4143000000.0,3398000000.0
Issuance Of Capital Stock,,,0.0,653000000.0
Capital Expenditure,,,,-4000000.0
End Cash Position,146000000.0,199000000.0,231000000.0,344000000.0
Other Cash Adjustment Outside Changein Cash,,,-1000000.0,1000000.0
Beginning Cash Position,199000000.0,231000000.0,344000000.0,674000000.0
Changes In Cash,-53000000.0,-32000000.0,-112000000.0,-331000000.0
Financing Cash Flow,-162000000.0,-138000000.0,-1982000000.0,1545000000.0
Net Other Financing Charges,,-2000000.0,-206000000.0,9000000.0
Cash Dividends Paid,,,,-12000000.0
Net Common Stock Issuance,,,0.0,653000000.0
Common Stock Issuance,,,0.0,653000000.0
Net Issuance Payments Of Debt,-162000000.0,-136000000.0,-1776000000.0,895000000.0
Net Long Term Debt Issuance,-162000000.0,-136000000.0,-1776000000.0,895000000.0
Long Term Debt Payments,-227000000.0,-136000000.0,-5919000000.0,-2503000000.0
Long Term Debt Issuance,65000000.0,0.0,4143000000.0,3398000000.0
Investing Cash Flow,19000000.0,-104000000.0,1326000000.0,-1805000000.0
Net Other Investing Changes,,,-1000000.0,
Net Investment Purchase And Sale,0.0,0.0,-318000000.0,268000000.0
Sale Of Investment,,,,268000000.0
Purchase Of Investment,,0.0,-318000000.0,
Net Investment Properties Purchase And Sale,19000000.0,-104000000.0,-722000000.0,-605000000.0
Sale Of Investment Properties,183000000.0,73000000.0,0.0,11000000.0
Purchase Of Investment Properties,-164000000.0,-177000000.0,-722000000.0,-616000000.0
Net Business Purchase And Sale,,0.0,2367000000.0,-1464000000.0
Sale Of Business,,0.0,5451000000.0,58000000.0
Purchase Of Business,,0.0,-3084000000.0,-1488000000.0
Net PPE Purchase And Sale,,0.0,0.0,-4000000.0
Operating Cash Flow,90000000.0,210000000.0,544000000.0,-71000000.0
Taxes Refund Paid,-56000000.0,-46000000.0,-22000000.0,-17000000.0
Interest Received Cfo,154000000.0,169000000.0,16000000.0,1000000.0
Interest Paid Cfo,-401000000.0,-393000000.0,-192000000.0,-97000000.0
Change In Working Capital,-6000000.0,108000000.0,396000000.0,-228000000.0
Change In Other Current Liabilities,-49000000.0,75000000.0,172000000.0,-184000000.0
Change In Receivables,43000000.0,33000000.0,224000000.0,-44000000.0
Other Non Cash Items,-75000000.0,-88000000.0,-77000000.0,112000000.0
Depreciation And Amortization,1000000.0,0.0,0.0,2000000.0
Depreciation,1000000.0,,1000000.0,2000000.0
Net Income From Continuing Operations,473000000.0,460000000.0,423000000.0,156000000.0
