,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-23964000.0,-6717000.0,-8508000.0,-4363000.0,
Repayment Of Debt,-19959000.0,-18691000.0,-27150000.0,-34425000.0,
Issuance Of Debt,44480000.0,20296000.0,17745000.0,35500000.0,
Issuance Of Capital Stock,0.0,122000.0,22708000.0,0.0,
Capital Expenditure,-22244000.0,-13592000.0,-10427000.0,-9479000.0,
End Cash Position,6877000.0,5569000.0,10420000.0,5554000.0,
Other Cash Adjustment Outside Changein Cash,,-1000.0,,,
Beginning Cash Position,5569000.0,10420000.0,5555000.0,8667000.0,
Changes In Cash,1308000.0,-4850000.0,4865000.0,-3113000.0,
Financing Cash Flow,24521000.0,1728000.0,13303000.0,1075000.0,
Net Other Financing Charges,,1000.0,,,
Net Common Stock Issuance,0.0,122000.0,22708000.0,0.0,
Common Stock Issuance,0.0,122000.0,22708000.0,0.0,
Net Issuance Payments Of Debt,24521000.0,1605000.0,-9405000.0,1075000.0,
Net Short Term Debt Issuance,0.0,5000000.0,,,
Short Term Debt Issuance,0.0,5000000.0,,,
Net Long Term Debt Issuance,24521000.0,1605000.0,-9405000.0,1075000.0,
Long Term Debt Payments,-19959000.0,-18691000.0,-27150000.0,-34425000.0,
Long Term Debt Issuance,44480000.0,20296000.0,17745000.0,35500000.0,
Investing Cash Flow,-21493000.0,-13453000.0,-10357000.0,-9304000.0,
Net Other Investing Changes,751000.0,139000.0,,,
Net Intangibles Purchase And Sale,,,,0.0,0.0
Purchase Of Intangibles,,,,0.0,0.0
Net PPE Purchase And Sale,-22244000.0,-13592000.0,-10357000.0,-9304000.0,
Sale Of PPE,,139000.0,70000.0,175000.0,0.0
Purchase Of PPE,-22244000.0,-13592000.0,-10427000.0,-9479000.0,
Operating Cash Flow,-1720000.0,6875000.0,1919000.0,5116000.0,
Taxes Refund Paid,374000.0,-438000.0,112000.0,-605000.0,
Interest Paid Cfo,-3376000.0,-2561000.0,-1462000.0,-1720000.0,
Change In Working Capital,-21226000.0,-12358000.0,-16636000.0,-14049000.0,
Change In Other Current Liabilities,-988000.0,2255000.0,-776000.0,-625000.0,
Change In Other Current Assets,,,-776000.0,-625000.0,-599000.0
Change In Inventory,-19840000.0,-20633000.0,-15970000.0,-11201000.0,
Change In Receivables,-398000.0,6020000.0,110000.0,-2223000.0,
Net Income From Continuing Operations,15188000.0,10809000.0,14271000.0,16279000.0,
