,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,198880000.0,-109290000.0,-306227000.0,-446928000.0,
Repayment Of Debt,-24080000.0,-11320000.0,-89783000.0,-52492000.0,
Issuance Of Debt,10075000.0,260000000.0,5000000.0,35000000.0,
Issuance Of Capital Stock,,0.0,0.0,550663000.0,385192000.0
Capital Expenditure,-96209000.0,-124925000.0,-41268000.0,-426316000.0,
End Cash Position,338169000.0,174797000.0,238672000.0,126012000.0,
Beginning Cash Position,174797000.0,238672000.0,126012000.0,41468000.0,
Changes In Cash,163372000.0,-63875000.0,112660000.0,84544000.0,
Financing Cash Flow,-32234000.0,83512000.0,-84783000.0,521510000.0,
Net Other Financing Charges,,14000.0,,,
Cash Dividends Paid,-18207000.0,-165182000.0,,,
Net Common Stock Issuance,,0.0,0.0,550663000.0,385192000.0
Common Stock Issuance,,0.0,0.0,550663000.0,385192000.0
Net Issuance Payments Of Debt,-14005000.0,248680000.0,-84783000.0,-17492000.0,
Net Long Term Debt Issuance,-14005000.0,248680000.0,-84783000.0,-17492000.0,
Long Term Debt Payments,-24080000.0,-11320000.0,-89783000.0,-52492000.0,
Long Term Debt Issuance,10075000.0,260000000.0,5000000.0,35000000.0,
Investing Cash Flow,-99483000.0,-163022000.0,462402000.0,-416354000.0,
Net Other Investing Changes,-2845000.0,-9190000.0,,,
Net Investment Purchase And Sale,-429000.0,-28907000.0,-14839000.0,-4849000.0,
Purchase Of Investment,-429000.0,-28907000.0,-14839000.0,-4849000.0,
Net PPE Purchase And Sale,-96209000.0,-124925000.0,477241000.0,-411505000.0,
Sale Of PPE,,9315000.0,518509000.0,14811000.0,20329000.0
Purchase Of PPE,-96209000.0,-124925000.0,-41268000.0,-426316000.0,
Operating Cash Flow,295089000.0,15635000.0,-264959000.0,-20612000.0,
Taxes Refund Paid,-1912000.0,-1723000.0,-414000.0,-610000.0,
Interest Received Cfo,17802000.0,19151000.0,1233000.0,362000.0,
Interest Paid Cfo,-18264000.0,-22465000.0,-7118000.0,-5973000.0,
Dividend Received Cfo,,0.0,1978000.0,0.0,
Change In Working Capital,241014000.0,-33336000.0,-396745000.0,-52391000.0,
Change In Other Current Liabilities,-14442000.0,81139000.0,22206000.0,-17474000.0,
Change In Inventory,-80129000.0,179404000.0,-344925000.0,-17390000.0,
Change In Receivables,335585000.0,-293879000.0,-74026000.0,-17527000.0,
Other Non Cash Items,-774000.0,237000.0,-1690000.0,362000.0,
Deferred Tax,6194000.0,-1181000.0,,,
Depreciation And Amortization,14287000.0,16007000.0,16789000.0,12399000.0,
Depreciation,14287000.0,16007000.0,16789000.0,12399000.0,
Net Foreign Currency Exchange Gain Loss,,0.0,3000.0,97000.0,650000.0
Net Income From Continuing Operations,36742000.0,38945000.0,121010000.0,25520000.0,
