,2025-04-30,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Free Cash Flow,-85654000.0,-114721000.0,-97419000.0,-55524000.0,
Repayment Of Debt,-3309000.0,,,,
Issuance Of Capital Stock,35837000.0,99121000.0,150090000.0,1201000.0,
Capital Expenditure,-287000.0,-146000.0,-2779000.0,-3398000.0,
End Cash Position,24415000.0,79407000.0,114327000.0,89793000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,1000.0,-1000.0,1000.0,
Beginning Cash Position,79407000.0,114327000.0,89792000.0,145364000.0,
Effect Of Exchange Rate Changes,-262000.0,737000.0,-54000.0,88000.0,
Changes In Cash,-54729000.0,-35658000.0,24590000.0,-55660000.0,
Financing Cash Flow,30925000.0,79502000.0,122009000.0,-136000.0,
Net Other Financing Charges,1000.0,-1000.0,,,
Net Common Stock Issuance,35837000.0,99121000.0,150090000.0,1201000.0,
Common Stock Issuance,35837000.0,99121000.0,150090000.0,1201000.0,
Net Issuance Payments Of Debt,-3309000.0,,,,
Net Long Term Debt Issuance,-3309000.0,,,,
Long Term Debt Payments,-3309000.0,,,,
Investing Cash Flow,-287000.0,-585000.0,-2779000.0,-3398000.0,
Net Investment Purchase And Sale,0.0,-439000.0,0.0,,
Purchase Of Investment,0.0,-439000.0,0.0,,
Net Intangibles Purchase And Sale,,0.0,-1573000.0,-2992000.0,-3560000.0
Purchase Of Intangibles,,0.0,-1573000.0,-2992000.0,-3560000.0
Net PPE Purchase And Sale,-287000.0,-146000.0,-1206000.0,-406000.0,
Purchase Of PPE,-287000.0,-146000.0,-1206000.0,-406000.0,
Operating Cash Flow,-85367000.0,-114575000.0,-94640000.0,-52126000.0,
Taxes Refund Paid,,-2230000.0,90000.0,-156000.0,-447000.0
Interest Received Cfo,,2271000.0,271000.0,0.0,112000.0
Interest Paid Cfo,,-289000.0,-453000.0,-79000.0,-60000.0
Change In Working Capital,-8254000.0,2722000.0,7689000.0,1719000.0,
Change In Other Current Liabilities,-7953000.0,3708000.0,8306000.0,4457000.0,
Change In Inventory,-85000.0,-588000.0,99000.0,-1005000.0,
Change In Receivables,-216000.0,-398000.0,-716000.0,-1733000.0,
Other Non Cash Items,,367000.0,7000.0,52000.0,889000.0
Depreciation And Amortization,,9429000.0,8214000.0,6439000.0,6142000.0
Amortization Cash Flow,,5817000.0,,,
Depreciation,,3612000.0,8214000.0,6439000.0,6142000.0
Net Foreign Currency Exchange Gain Loss,,,,,146000.0
Net Income From Continuing Operations,-77113000.0,-126845000.0,-110457000.0,-60101000.0,
