,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,3909000.0,-29017000.0,978000.0,17619000.0,
Repayment Of Debt,-6498000.0,,,,
Issuance Of Debt,4833000.0,10827000.0,22000.0,,
Issuance Of Capital Stock,,0.0,-74000.0,508000.0,0.0
Capital Expenditure,-11180000.0,-11024000.0,-9117000.0,-9386000.0,
End Cash Position,5071000.0,2804000.0,27207000.0,26242000.0,
Beginning Cash Position,2804000.0,27207000.0,26242000.0,7683000.0,
Effect Of Exchange Rate Changes,23000.0,-161000.0,39000.0,200000.0,
Changes In Cash,2244000.0,-24242000.0,926000.0,18359000.0,
Financing Cash Flow,-1665000.0,4775000.0,-52000.0,740000.0,
Cash Dividends Paid,,-6052000.0,,,
Net Common Stock Issuance,,0.0,-74000.0,508000.0,0.0
Common Stock Issuance,,0.0,-74000.0,508000.0,0.0
Net Issuance Payments Of Debt,-1665000.0,10827000.0,22000.0,232000.0,
Net Short Term Debt Issuance,-1665000.0,10827000.0,22000.0,0.0,
Short Term Debt Payments,-6498000.0,,,,
Short Term Debt Issuance,4833000.0,10827000.0,22000.0,,
Net Long Term Debt Issuance,,,22000.0,232000.0,-1184000.0
Investing Cash Flow,-11180000.0,-11024000.0,-9117000.0,-9386000.0,
Net Intangibles Purchase And Sale,-11180000.0,-10932000.0,-8920000.0,-8098000.0,
Purchase Of Intangibles,-11180000.0,-10932000.0,-8920000.0,-8098000.0,
Net PPE Purchase And Sale,0.0,-92000.0,-197000.0,-1288000.0,
Purchase Of PPE,0.0,-92000.0,-197000.0,-1288000.0,
Operating Cash Flow,15089000.0,-17993000.0,10095000.0,27005000.0,
Taxes Refund Paid,-3191000.0,-3227000.0,-377000.0,-781000.0,
Interest Received Cfo,108000.0,436000.0,84000.0,27000.0,
Interest Paid Cfo,-1998000.0,-869000.0,-70000.0,-36000.0,
Change In Working Capital,23814000.0,-17889000.0,-22941000.0,2004000.0,
Change In Other Current Liabilities,-884000.0,4239000.0,23224000.0,4786000.0,
Change In Inventory,11949000.0,-39622000.0,-13456000.0,2056000.0,
Change In Receivables,12749000.0,17494000.0,-32709000.0,-4838000.0,
Other Non Cash Items,2121000.0,2168000.0,,,
Stock Based Compensation,1901000.0,2246000.0,403000.0,0.0,
Provisionand Write Offof Assets,-77000.0,-11000.0,74000.0,757000.0,
Depreciation And Amortization,6455000.0,6470000.0,6608000.0,6033000.0,
Depreciation,6455000.0,6470000.0,6608000.0,6033000.0,
Net Foreign Currency Exchange Gain Loss,297000.0,-67000.0,126000.0,131000.0,
Net Income From Continuing Operations,-12220000.0,-5082000.0,26188000.0,18869000.0,
