,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-42700600.0,-31779000.0,-28400900.0,-24576000.0,
Issuance Of Debt,0.0,22632700.0,0.0,9460000.0,
Issuance Of Capital Stock,40696000.0,21200000.0,0.0,79040000.0,
Capital Expenditure,-6049900.0,-3115000.0,-6063600.0,-20846500.0,
End Cash Position,8252800.0,10979500.0,388200.0,35700800.0,
Other Cash Adjustment Outside Changein Cash,,,,-100.0,-100.0
Beginning Cash Position,10979500.0,388200.0,35700800.0,2320600.0,
Effect Of Exchange Rate Changes,45300.0,-37900.0,470300.0,-158400.0,
Changes In Cash,-2772000.0,10629200.0,-35782900.0,33538700.0,
Financing Cash Flow,39928500.0,42408200.0,-111000.0,88500000.0,
Net Other Financing Charges,,100.0,,,
Net Common Stock Issuance,40696000.0,21200000.0,0.0,79040000.0,
Common Stock Issuance,40696000.0,21200000.0,0.0,79040000.0,
Net Issuance Payments Of Debt,0.0,22632700.0,0.0,9460000.0,
Net Short Term Debt Issuance,0.0,22632700.0,0.0,,
Short Term Debt Issuance,0.0,22632700.0,0.0,,
Net Long Term Debt Issuance,,,0.0,9460000.0,0.0
Long Term Debt Issuance,,,0.0,9460000.0,0.0
Investing Cash Flow,-6049800.0,-3115000.0,-13334600.0,-51231800.0,
Net Other Investing Changes,100.0,,-7271000.0,100.0,
Net Investment Purchase And Sale,,,-7271000.0,-4290800.0,0.0
Purchase Of Investment,,,-7271000.0,-4290800.0,0.0
Net Business Purchase And Sale,,,0.0,-26094600.0,0.0
Purchase Of Business,,,0.0,-26094600.0,0.0
Net Intangibles Purchase And Sale,-5933900.0,-2561000.0,0.0,-19655400.0,
Purchase Of Intangibles,,-281900.0,0.0,-19655400.0,0.0
Net PPE Purchase And Sale,-116000.0,-554000.0,-1641800.0,-129200.0,
Purchase Of PPE,-116000.0,-554000.0,-1641800.0,-129200.0,
Capital Expenditure Reported,,-2279100.0,-4421800.0,-1061900.0,-3600.0
Operating Cash Flow,-36650700.0,-28664000.0,-22337300.0,-3729500.0,
Taxes Refund Paid,0.0,-87100.0,0.0,,
Change In Working Capital,-8578100.0,1481000.0,2060000.0,192100.0,
Change In Payable,-6570200.0,204500.0,2916000.0,3326400.0,
Change In Inventory,0.0,4334000.0,0.0,,
Change In Receivables,-2007900.0,-3057500.0,-856000.0,-3134300.0,
Other Non Cash Items,,2484300.0,-7654300.0,,
Depreciation And Amortization,,13776000.0,14668600.0,1907200.0,68000.0
Amortization Cash Flow,,12216500.0,13973700.0,1859800.0,
Depreciation,,1559500.0,694900.0,47400.0,68000.0
Gain Loss On Investment Securities,,-1507100.0,15382200.0,,
Net Foreign Currency Exchange Gain Loss,,3880700.0,-11133000.0,-1876200.0,0.0
Net Income From Continuing Operations,-38769300.0,-48907400.0,-39175000.0,-3952600.0,
