,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-59873000.0,-42710000.0,-68283000.0,-43253000.0,
Repayment Of Debt,,-4968000.0,-1174000.0,-1171000.0,-3474019.0
Issuance Of Debt,,13246000.0,15000000.0,0.0,0.0
Issuance Of Capital Stock,,54880000.0,342000.0,124962000.0,50006099.0
Capital Expenditure,,-26937000.0,-26327000.0,-15809000.0,-10040133.0
End Cash Position,7551000.0,13643000.0,17580000.0,71341000.0,
Other Cash Adjustment Outside Changein Cash,,2551000.0,755000.0,,182.0
Beginning Cash Position,13643000.0,17580000.0,71341000.0,65153000.0,
Effect Of Exchange Rate Changes,0.0,2551000.0,,,
Changes In Cash,-6092000.0,-6488000.0,-54516000.0,6188000.0,
Financing Cash Flow,87745000.0,63158000.0,13768000.0,123791000.0,
Net Common Stock Issuance,,54880000.0,342000.0,124962000.0,50006099.0
Common Stock Issuance,,54880000.0,342000.0,124962000.0,50006099.0
Net Issuance Payments Of Debt,,8278000.0,13826000.0,-1171000.0,-3474019.0
Net Long Term Debt Issuance,,8278000.0,13826000.0,-1171000.0,-3474019.0
Long Term Debt Payments,,-4968000.0,-1174000.0,-1171000.0,-3474019.0
Long Term Debt Issuance,,13246000.0,15000000.0,0.0,0.0
Investing Cash Flow,-33964000.0,-26936000.0,-26328000.0,-90159000.0,
Net Other Investing Changes,,1000.0,-1000.0,1.0,
Net Business Purchase And Sale,,,0.0,-74350000.0,0.0
Purchase Of Business,,,0.0,-74350000.0,0.0
Net Intangibles Purchase And Sale,,-26070000.0,-24951000.0,-15424000.0,-10003994.0
Purchase Of Intangibles,,-26070000.0,-24951000.0,-15424000.0,-10003994.0
Net PPE Purchase And Sale,,-867000.0,-1376000.0,-385000.0,-36139.0
Purchase Of PPE,,-867000.0,-1376000.0,-385000.0,-36139.0
Operating Cash Flow,-59873000.0,-42710000.0,-41956000.0,-27444000.0,
Taxes Refund Paid,,-94000.0,526000.0,-616000.0,-694595.0
Interest Received Cfo,,4000.0,7000.0,0.0,14467.0
Interest Paid Cfo,,-3288000.0,-329000.0,-609000.0,-335285.0
Change In Working Capital,,-25346000.0,-10135000.0,-32620000.0,-4183800.0
Change In Other Current Liabilities,,7169000.0,-9482000.0,-1160000.0,194700.0
Change In Payable,,423000.0,-7165000.0,457000.0,-882263.0
Change In Receivables,,-32938000.0,6512000.0,-31917000.0,-3496237.0
Other Non Cash Items,,3185000.0,,,
Depreciation And Amortization,,124205000.0,115406000.0,32228000.0,13332297.0
Amortization Cash Flow,,122998000.0,110906000.0,30377000.0,10730126.0
Depreciation,,1207000.0,4500000.0,1851000.0,2602171.0
Net Foreign Currency Exchange Gain Loss,,-731000.0,0.0,,
Net Income From Continuing Operations,-85755000.0,-17364000.0,-147429000.0,-25827000.0,
