,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-40400000.0,-55600000.0,-92463000.0,-130842000.0,
Repayment Of Debt,,,0.0,-158843000.0,-20931000.0
Issuance Of Debt,,,0.0,270000000.0,15000000.0
Issuance Of Capital Stock,,95859000.0,0.0,120000000.0,118629000.0
Capital Expenditure,,-21316000.0,-14270000.0,-11982000.0,-10443000.0
End Cash Position,18400000.0,15200000.0,18198000.0,112095000.0,
Other Cash Adjustment Outside Changein Cash,-100000.0,-100000.0,-1000.0,,1000.0
Beginning Cash Position,15200000.0,18200000.0,112095000.0,20063000.0,
Changes In Cash,3300000.0,-2900000.0,-93897000.0,92032000.0,
Financing Cash Flow,68500000.0,74000000.0,-1434000.0,225232000.0,
Net Other Financing Charges,,205000.0,1000.0,1705000.0,689000.0
Net Common Stock Issuance,,95859000.0,0.0,120000000.0,118629000.0
Common Stock Issuance,,95859000.0,0.0,120000000.0,118629000.0
Net Issuance Payments Of Debt,,,0.0,111157000.0,-5931000.0
Net Long Term Debt Issuance,,,0.0,111157000.0,-5931000.0
Long Term Debt Payments,,,0.0,-158843000.0,-20931000.0
Long Term Debt Issuance,,,0.0,270000000.0,15000000.0
Investing Cash Flow,-24800000.0,-21300000.0,-14270000.0,-14340000.0,
Net Investment Purchase And Sale,,,0.0,-2358000.0,0.0
Net Intangibles Purchase And Sale,,-21211000.0,-13876000.0,-11595000.0,-10282000.0
Purchase Of Intangibles,,-21211000.0,-13876000.0,-11595000.0,-10282000.0
Net PPE Purchase And Sale,,-105000.0,-394000.0,-387000.0,-161000.0
Purchase Of PPE,,-105000.0,-394000.0,-387000.0,-161000.0
Operating Cash Flow,-40400000.0,-55600000.0,-78193000.0,-118860000.0,
Taxes Refund Paid,4400000.0,5400000.0,6121000.0,7223000.0,
Interest Received Cfo,,1100000.0,,,
Interest Paid Cfo,-1700000.0,1100000.0,-9774000.0,-65174000.0,
Change In Working Capital,-9900000.0,-1800000.0,3331000.0,-22745000.0,
Change In Other Current Liabilities,,-5777000.0,14050000.0,-19590000.0,20835000.0
Change In Receivables,,3965000.0,-10719000.0,-3155000.0,11866000.0
Other Non Cash Items,2800000.0,-2100000.0,754000.0,25639000.0,
Deferred Tax,,0.0,-5754000.0,-5210000.0,-6095000.0
Depreciation And Amortization,20000000.0,14200000.0,12689000.0,12477000.0,
Depreciation,20000000.0,14200000.0,12689000.0,12477000.0,
Gain Loss On Investment Securities,,,,23812000.0,
Net Foreign Currency Exchange Gain Loss,,-1777000.0,3331000.0,-482000.0,-747000.0
Net Income From Continuing Operations,-56000000.0,-72400000.0,-88890000.0,-70588000.0,
