Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,SMA_200,Close_10_%_D,10_50_%_D,50_200_%_D
2020-07-02,50.68112551621953,52.248582321489124,49.810315810861375,51.9002571105957,172,0.0,0.0,,,,,,
2020-07-03,51.90026486055977,51.90026486055977,49.461997985839844,49.461997985839844,1373,0.0,0.0,,,,,,
2020-07-06,49.63615891742794,51.20361590307683,49.63615891742794,51.02945327758789,524,0.0,0.0,,,,,,
2020-07-07,51.37777660962689,51.37777660962689,48.76534729049332,50.681129455566406,1845,0.0,0.0,,,,,,
2020-07-08,50.50696802774278,50.85529327392578,48.76534844057923,50.85529327392578,1902,0.0,0.0,,,,,,
2020-07-09,50.855290554926064,50.855290554926064,49.11367106087894,49.2878303527832,683,0.0,0.0,,,,,,
2020-07-10,50.855290554926064,50.855290554926064,49.11367106087894,49.2878303527832,1044,0.0,0.0,,,,,,
2020-07-13,49.63615871629218,49.81032134107537,48.242864361778146,49.11367416381836,1014,0.0,0.0,,,,,,
2020-07-14,48.765345833319294,50.506965327366416,48.765345833319294,49.2878303527832,18,0.0,0.0,,,,,,
2020-07-15,49.63615798950195,49.810320611734994,49.11367344467853,49.63615798950195,1991,0.0,0.0,50.054145431518556,,,-0.8350705788963501,,
2020-07-16,49.11367604480894,49.63616061729324,45.2821114403377,49.461997985839844,3454,0.0,0.0,49.81031951904297,,,-0.6992959221431208,,
2020-07-17,49.461992087304004,50.332801818847656,49.461992087304004,50.332801818847656,535,0.0,0.0,49.89739990234375,,,0.8725943984176514,,
2020-07-20,50.50696613684111,51.20361328125,50.33280352026998,51.20361328125,1799,0.0,0.0,49.91481590270996,,,2.5819936530509535,,
2020-07-21,51.377775001525876,52.24858474731445,51.377775001525876,52.24858474731445,7602,0.0,0.0,50.07156143188477,,,4.347823900780918,,
2020-07-22,52.24858901687156,53.990208650767286,52.074426389106826,52.94523620605469,3843,0.0,0.0,50.280555725097656,,,5.299624163913029,,
2020-07-23,52.945237972740806,52.945237972740806,51.20361828073041,51.37778091430664,1907,0.0,0.0,50.48955078125,,,1.759235563225677,,
2020-07-24,51.20361566858605,54.33853294740302,51.20361566858605,51.55194091796875,2780,0.0,0.0,50.71596183776855,,,1.648354975252854,,
2020-07-27,54.33853268033786,54.33853268033786,48.939511272696,52.77107238769531,3549,0.0,0.0,51.08170166015625,,,3.307193520643369,,
2020-07-28,53.29355954820486,54.16436933388835,52.5969123840332,52.5969123840332,264,0.0,0.0,51.41260986328125,,,2.3035253878402733,,
2020-07-29,52.24858901687156,52.94523620605469,50.33280675521111,52.94523620605469,405,0.0,0.0,51.74351768493652,,,2.322452308780717,,
2020-07-30,51.37778091430664,51.37778091430664,51.02945564715419,51.37778091430664,371,0.0,0.0,51.935095977783206,,,-1.073099130720724,,
2020-07-31,52.42274856567383,52.42274856567383,52.42274856567383,52.42274856567383,637,0.0,0.0,52.14409065246582,,,0.5343997943414714,,
2020-08-03,52.42275140647045,53.816045778506705,52.42275140647045,53.46772384643555,326,0.0,0.0,52.37050170898438,,,2.0951148101430848,,
2020-08-04,53.467724298569394,54.164371490478516,53.467724298569394,54.164371490478516,2777,0.0,0.0,52.56208038330078,,,3.0483784041523396,,
2020-08-05,54.164371936870985,55.03518176440307,52.24858965192522,54.861019134521484,11177,0.0,0.0,52.75365867614746,,,3.994719060740458,,
2020-08-06,54.86102031923824,55.73183016557536,52.42275341386951,55.03518295288086,6212,0.0,0.0,53.11939888000488,,,3.606562034340181,,
2020-08-07,55.55766001067373,57.47344207763672,55.0351755023545,57.47344207763672,8312,0.0,0.0,53.71154899597168,,,7.003881198710495,,
2020-08-10,57.2992834762581,57.647602056812005,55.03517616202685,56.950958251953125,9211,0.0,0.0,54.12953758239746,,,5.212349477881315,,
2020-08-11,57.29929050606733,59.911720043236016,55.90598943790919,59.38922882080078,10751,0.0,0.0,54.80876922607422,,,8.357165576612687,,
2020-08-12,59.3892297347412,61.30501541106471,57.99593528889354,60.085880279541016,20314,0.0,0.0,55.52283363342285,,,8.218324511757931,,
2020-08-13,59.73755338971601,60.08587865268483,57.29928983643785,59.21506881713867,6258,0.0,0.0,56.306562423706055,,,5.1654838587839,,
2020-08-14,60.08587231500718,60.08587231500718,57.995927601387145,58.17009353637695,1697,0.0,0.0,56.881296920776364,,,2.265765173033256,,
2020-08-17,58.17009355677245,59.21506259207331,56.776792651369846,58.866737365722656,1720,0.0,0.0,57.42119827270508,,,2.5174310820760257,,
2020-08-18,59.0409049987793,59.21506429508786,57.647604053305606,59.0409049987793,4845,0.0,0.0,57.908851623535156,,,1.9548883175988498,,
2020-08-19,59.04090330077353,59.04090330077353,57.8217683304218,58.866737365722656,1732,0.0,0.0,58.30942344665527,,,0.955787051431309,,
2020-08-20,58.69257976241087,59.0409049987793,56.7767942842602,59.0409049987793,1041,0.0,0.0,58.709995651245116,,,0.5636337456059124,,
2020-08-21,59.04090931827159,59.04090931827159,57.821774223664605,57.995933532714844,5213,0.0,0.0,58.76224479675293,,,-1.30408779768133,,
2020-08-24,57.99593210148012,58.34425735473633,57.47344754347161,58.34425735473633,1617,0.0,0.0,58.90157470703125,,,-0.9461841301645111,,
2020-08-25,59.0409049987793,59.0409049987793,58.51841382235102,59.0409049987793,3320,0.0,0.0,58.866742324829104,,,0.29585920176991565,,
2020-08-26,59.0409049987793,59.21506429508786,58.69257976241087,59.0409049987793,3606,0.0,0.0,58.76224479675293,,,0.4742164003267688,,
2020-08-27,59.21506516558533,59.21506516558533,53.641881233015255,53.816043853759766,38010,0.0,0.0,58.222342300415036,,,-7.568054242681783,,
2020-08-28,53.81604457544059,54.86101699204517,53.29356002807617,53.29356002807617,8742,0.0,0.0,57.734688949584964,,,-7.692305964247717,,
2020-08-31,53.29356121946206,54.33853365942716,52.771073338541605,53.46772384643555,3449,0.0,0.0,57.19478759765625,,,-6.516439535433179,,
2020-09-01,53.990206952816095,56.77679562191247,53.990206952816095,54.512691497802734,8916,0.0,0.0,56.741966247558594,,,-3.928793619928138,,
2020-09-02,54.86102031923824,55.20934558652347,53.816047839258516,55.03518295288086,11160,0.0,0.0,56.35881080627441,,,-2.3485730703994805,,
2020-09-03,55.03517620935999,55.03517620935999,53.46771934239059,53.990203857421875,2493,0.0,0.0,55.85374069213867,,,-3.336458420911255,,
2020-09-04,53.11939716325454,55.20934198695255,52.77107191867963,54.512691497802734,7879,0.0,0.0,55.50541648864746,,,-1.7885191277643515,,
2020-09-07,54.51268801136439,55.90598225680242,52.42274664320735,55.7318229675293,1173,0.0,0.0,55.24417304992676,,,0.882717381183038,,
2020-09-08,54.338532197391004,55.55766390965174,52.422749995980446,54.512691497802734,3070,0.0,0.0,54.7913516998291,,,-0.5085842808788288,,
2020-09-09,54.51269056980725,56.42847606048019,53.6418807950699,55.55766296386719,8544,0.0,0.0,54.44302749633789,54.10515380859375,,2.0473429175191864,0.6244759767977534,
2020-09-10,56.60263270139694,56.60263270139694,54.16436611094264,55.7318229675293,1074,0.0,0.0,54.634605407714844,54.181785125732425,,2.008283123171449,0.8357426410584651,
2020-09-11,55.73182751070552,56.42847801208997,53.1193980961412,55.20934295654297,1742,0.0,0.0,54.82618370056152,54.29673202514648,,0.6988618031014303,0.9751078115895336,
2020-09-14,54.1643698216007,54.86101699204517,52.5969128576317,53.29356002807617,4123,0.0,0.0,54.808767318725586,54.34201416015625,,-2.764534516600483,0.8589176639528344,
2020-09-15,53.81604363404031,54.512690792298386,53.11939647578224,54.338531494140625,7068,0.0,0.0,54.791351318359375,54.41516220092773,,-0.8264439794296881,0.6913314271536426,
2020-09-16,54.861019697345675,54.861019697345675,53.11940002441406,53.11940002441406,5792,0.0,0.0,54.5997730255127,54.4604443359375,,-2.7113171338769195,0.2558346544434152,
2020-09-17,52.42274699045248,54.16436646972415,52.42274699045248,53.990203857421875,2179,0.0,0.0,54.5997730255127,54.55449180603027,,-1.1164316888386878,0.08300181705188373,
2020-09-18,54.33853390629676,54.33853390629676,52.074426389106826,52.94523620605469,7304,0.0,0.0,54.44302749633789,54.6276399230957,,-2.75111682645487,-0.33794692030939794,
2020-09-21,52.945235011530684,53.990207432667134,50.85529349113354,52.77107238769531,3651,0.0,0.0,54.14695243835449,54.70078788757324,,-2.5410110610114134,-1.01248166727882,
