Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI
2022-06-27,27.125591278076172,27.125591278076172,27.125591278076172,27.125591278076172,20,0.0,0.0,,,,,,,
2022-06-28,27.125591067675487,27.125591067675487,26.556522369384766,26.556522369384766,95,0.0,0.0,,,,,,,0.0
2022-06-29,27.50497055053711,27.50497055053711,27.50497055053711,27.50497055053711,20,0.0,0.0,,,,,,,64.22018348623854
2022-06-30,27.125591278076172,27.125591278076172,27.125591278076172,27.125591278076172,41,0.0,0.0,,,,,,,50.30403537866225
2022-07-01,27.125591546185763,27.125591546185763,27.030746459960938,27.030746459960938,70,0.0,0.0,,,,,,,47.53103780786692
2022-07-04,26.841054916381836,26.841054916381836,26.841054916381836,26.841054916381836,505,0.0,0.0,,,,,,,42.48654896479007
2022-07-05,27.31527942775938,27.31527942775938,26.556522369384766,26.556522369384766,220,0.0,0.0,,,,,,,36.268695675239584
2022-07-06,26.93590048361516,27.315279006958008,26.93590048361516,27.315279006958008,872,0.0,0.0,,,,,,,55.127816794237965
2022-07-07,27.689917280857944,27.689917280857944,26.935901641845703,26.935901641845703,65,0.0,0.0,,,,,,,47.55107362854884
2022-07-08,27.68517584055831,27.68517584055831,26.935901641845703,26.935901641845703,360,0.0,0.0,26.992808151245118,,,-0.21082100491567343,,,47.55107362854885
2022-07-11,26.556523102189765,26.935901641845703,26.556523102189765,26.935901641845703,240,0.0,0.0,26.97383918762207,,,-0.14064570309210855,,,47.55107362854885
2022-07-12,26.935901641845703,26.935901641845703,26.935901641845703,26.935901641845703,369,0.0,0.0,27.011777114868163,,,-0.2808977458232316,,,47.55107362854885
2022-07-13,26.556522369384766,26.556522369384766,26.556522369384766,26.556522369384766,500,0.0,0.0,26.91693229675293,,,-1.3389710365012164,,,40.132089221316306
2022-07-14,26.17714467756271,26.17714467756271,25.797766136239684,26.172401428222656,1093,0.0,0.0,26.821613311767578,,,-2.420480364095362,,,34.29732342512837
2022-07-15,26.172401428222656,26.172401428222656,26.172401428222656,26.172401428222656,0,0.0,0.0,26.73577880859375,,,-2.10720392476469,,,34.29732342512837
2022-07-18,25.423128065897334,25.5891056060791,25.418384816738133,25.5891056060791,654,0.0,0.0,26.610583877563478,,,-3.8386165301154045,,,27.305735974008
2022-07-19,25.5891056060791,25.5891056060791,25.5891056060791,25.5891056060791,0,0.0,0.0,26.51384220123291,,,-3.4877502405547585,,,27.305735974008
2022-07-20,25.043750436218776,25.043750436218776,25.03900718688965,25.03900718688965,203,0.0,0.0,26.286215019226074,,,-4.744722020360107,,,22.32748985455278
2022-07-21,24.61220627666262,24.61220627666262,22.57304329036924,22.762733459472656,1016,0.0,0.0,25.86889820098877,,,-12.007332965566308,,,12.319023503915261
2022-07-22,22.762733459472656,22.762733459472656,22.762733459472656,22.762733459472656,166,0.0,0.0,25.451581382751463,,,-10.564561324668963,,,12.319023503915261
2022-07-25,22.762734190561485,23.142112731933594,22.762734190561485,23.142112731933594,875,0.0,0.0,25.072202491760255,,,-7.698126083900952,,,19.310414597357394
2022-07-26,24.090559740749345,24.469938278198242,24.090559740749345,24.469938278198242,436,0.0,0.0,24.82560615539551,,,-1.4326654300844404,,,37.95712537414682
2022-07-27,27.694660530177156,27.694660530177156,26.935901641845703,26.935901641845703,1172,0.0,0.0,24.863544082641603,,,8.334924226071653,,,57.568357420313625
2022-07-28,27.301054000854492,27.301054000854492,27.301054000854492,27.301054000854492,135,0.0,0.0,24.976409339904784,,,9.307361315686101,,,59.604544379066894
2022-07-29,27.301054000854492,27.301054000854492,27.301054000854492,27.301054000854492,0,0.0,0.0,25.089274597167968,,,8.815637116651374,,,59.604544379066894
2022-08-01,27.301054000854492,27.301054000854492,27.301054000854492,27.301054000854492,0,0.0,0.0,25.260469436645508,,,8.078173564140881,,,59.604544379066894
2022-08-02,27.30105321688588,27.30105321688588,27.286827087402344,27.286827087402344,150,0.0,0.0,25.430241584777832,,,7.300699430774722,,,59.465681923783364
2022-08-03,27.286827650062104,27.286827650062104,27.030746459960938,27.030746459960938,82,0.0,0.0,25.62941551208496,,,5.4676664288938275,,,56.89623463690578
2022-08-04,26.561263025067134,26.561263025067134,26.542295455932617,26.542295455932617,359,0.0,0.0,26.007371711730958,,,2.0568158525622,,,52.25797701228508
2022-08-05,26.181884765625,26.181884765625,26.181884765625,26.181884765625,224,0.0,0.0,26.349286842346192,,,-0.6353191937330108,,,49.07871813037457
2022-08-08,26.542296907809778,26.542296907809778,25.802507400512695,25.802507400512695,69,0.0,0.0,26.6153263092041,,,-3.053950566859352,,,45.912351012823734
2022-08-09,25.418384552001953,25.58910533956484,25.418384552001953,25.418384552001953,584,0.0,0.0,26.710170936584472,,,-4.836308938828919,,,42.89479032447176
2022-08-10,25.043750436218776,25.043750436218776,25.03900718688965,25.03900718688965,635,0.0,0.0,26.520481491088866,,,-5.586151611527139,,,40.0921233404124
2022-08-11,25.03900718688965,25.03900718688965,25.03900718688965,25.03900718688965,0,0.0,0.0,26.294276809692384,,,-4.773927162507198,,,40.0921233404124
2022-08-12,24.65962845143247,24.65962845143247,24.469938278198242,24.469938278198242,1173,0.0,0.0,26.01116523742676,,,-5.925251503192511,,,36.00013923667504
2022-08-15,24.84931755065918,24.84931755065918,24.84931755065918,24.84931755065918,782,0.0,0.0,25.765991592407225,,,-3.5576897495308226,,,40.36967671153283
2022-08-16,24.84931755065918,24.84931755065918,24.84931755065918,24.84931755065918,0,0.0,0.0,25.52224063873291,,,-2.6366144634358357,,,40.369676711532826
2022-08-17,25.228696823120117,25.228696823120117,25.228696823120117,25.228696823120117,350,0.0,0.0,25.342035675048827,,,-0.4472365731861876,,,44.74488089255986
2022-08-18,25.593849225826773,25.593849225826773,25.228696823120117,25.228696823120117,840,0.0,0.0,25.21067581176758,,,0.07148166708060233,,,44.74488089255987
2022-08-19,25.228695673173608,25.608074188232422,25.228695673173608,25.608074188232422,1155,0.0,0.0,25.15329475402832,25.986742782592774,,1.8080312684733635,-3.2072046717710996,,49.07802915171885
2022-08-22,25.608074188232422,25.608074188232422,25.608074188232422,25.608074188232422,0,0.0,0.0,25.13385143280029,25.94880485534668,,1.8867890450456712,-3.1406202601214184,,49.07802915171885
2022-08-23,25.973228454589844,25.973228454589844,25.973228454589844,25.973228454589844,1000,0.0,0.0,25.189335823059082,25.934222507476807,,3.1120019878140757,-2.872215213712211,,53.17691118215284
2022-08-24,25.612817027607846,25.612817027607846,25.23343849182129,25.23343849182129,1859,0.0,0.0,25.208778953552248,25.87743420600891,,0.09782123249395504,-2.58393180380069,,45.23303163600866
2022-08-25,25.043749155761972,25.043749155761972,24.84931755065918,24.84931755065918,1100,0.0,0.0,25.1898099899292,25.820527362823487,,-1.351707056965283,-2.4426974865060203,,41.74590546585896
2022-08-26,24.849318083532125,24.849318083532125,24.65962791442871,24.65962791442871,822,0.0,0.0,25.208778953552248,25.761249399185182,,-2.178411894266517,-2.1445793915974005,,40.10177650304504
2022-08-29,24.65962791442871,24.65962791442871,24.65962791442871,24.65962791442871,0,0.0,0.0,25.1898099899292,25.706713724136353,,-2.1047482125210655,-2.0107732935222575,,40.10177650304504
2022-08-30,25.228696151487846,27.220435654582584,25.228696151487846,26.082298278808594,4288,0.0,0.0,25.313108062744142,25.69485812187195,,3.038703165797908,-1.4857060401623858,,55.385471179782414
2022-08-31,27.410124512311086,27.410124512311086,26.556522369384766,26.556522369384766,3518,0.0,0.0,25.445890617370605,25.675889205932616,,4.364680209919591,-0.8957765268315176,,59.12909874685847
2022-09-01,26.935900898572072,27.31527942775938,26.556522369384766,26.556522369384766,1151,0.0,0.0,25.57867317199707,25.666404724121094,,3.8229082126832945,-0.34181473045024213,,59.129098746858475
2022-09-02,26.556521615339065,26.556521615339065,26.177143096923828,26.177143096923828,729,0.0,0.0,25.63558006286621,25.64743576049805,,2.112544489843961,-0.04622566459488866,,54.858218633182524
2022-09-05,25.797764861364314,26.17714338393919,25.608074695567133,25.750341415405273,1140,0.0,0.0,25.649806785583497,25.617796754837038,,0.3919508270069396,0.12495231753454855,,50.44391584217521
2022-09-06,25.982711791992188,25.982711791992188,25.982711791992188,25.982711791992188,19,0.0,0.0,25.65075511932373,25.5939670085907,,1.294139962446492,0.2218808468181962,,52.67664119198037
2022-09-07,25.23343849182129,25.23343849182129,25.23343849182129,25.23343849182129,180,0.0,0.0,25.65075511932373,25.56088991165161,,-1.6269175139723646,0.35157307896058504,,45.55019882715568
2022-09-08,25.98745346069336,25.98745346069336,25.98745346069336,25.98745346069336,2,0.0,0.0,25.764568710327147,25.556266212463377,,0.8650824039483107,0.8150740649359169,,52.512578245458315
2022-09-09,25.892608642578125,25.892608642578125,25.892608642578125,25.892608642578125,72,0.0,0.0,25.88786678314209,25.549271392822266,,0.018316918407206482,1.3252643690455619,,51.618480644872015
2022-09-12,25.982712530886033,26.362091064453125,25.982712530886033,26.362091064453125,360,0.0,0.0,26.05811309814453,25.568596029281615,,1.1665386713293469,1.9145246313184843,,55.64436079253109
2022-09-13,26.362091064453125,26.362091064453125,26.362091064453125,26.362091064453125,25,0.0,0.0,26.086092376708983,25.587920665740967,,1.0580300175221644,1.9469018896678303,,55.64436079253109
2022-09-14,26.362091064453125,26.362091064453125,26.362091064453125,26.362091064453125,0,0.0,0.0,26.06664924621582,25.620997762680055,,1.1334092673234333,1.7393994084996516,,55.64436079253109
2022-09-15,26.338379228805007,26.338379228805007,26.077556610107422,26.077556610107422,83,0.0,0.0,26.018752670288087,25.703868341445922,,0.22600599100388552,1.2250464586080743,,52.34716967946784
2022-09-16,26.077556610107422,26.077556610107422,26.077556610107422,26.077556610107422,0,0.0,0.0,26.008794021606445,25.786738920211793,,0.2643820718632848,0.8611212999120407,,52.34716967946784
2022-09-19,26.077556610107422,26.077556610107422,26.077556610107422,26.077556610107422,46,0.0,0.0,26.04151554107666,25.860125017166137,,0.1383985082354863,0.7014294160995515,,52.34716967946784
2022-09-20,26.077556610107422,26.077556610107422,26.077556610107422,26.077556610107422,0,0.0,0.0,26.051000022888182,25.900315475463866,,0.10194075926416382,0.581786532936495,,52.34716967946784
