Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI
2025-06-25,2.444999933242798,2.444999933242798,2.444999933242798,2.444999933242798,0,0.0,0.0,,,,,,,
2025-06-26,1.9500000476837158,2.25,1.9500000476837158,2.25,237,0.0,0.0,,,,,,,0.0
2025-06-27,2.25,2.299999952316284,1.965000033378601,2.0799999237060547,7244,0.0,0.0,,,,,,,0.0
