Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_DIFF,RSI,MACD
2024-06-10 00:00:00+02:00,94.22386472439561,94.22386472439561,92.54500224563368,93.0543212890625,4395576,0.0,0.0,,,,,
2024-06-11 00:00:00+02:00,93.1297716605241,94.36534474813722,92.7713651564925,93.67681884765625,4787596,0.0,0.0,,,,,
2024-06-12 00:00:00+02:00,93.73340385978551,95.82726858850712,93.65795478534518,95.40283966064453,6139353,0.0,0.0,,,,,
2024-06-13 00:00:00+02:00,95.07272715401241,95.1670438936761,93.50704193115234,93.50704193115234,6345064,0.0,0.0,,,,,
2024-06-14 00:00:00+02:00,93.46931742826196,95.21420236551633,93.46931742826196,94.5539779663086,7070626,0.0,0.0,,,,,
2024-06-17 00:00:00+02:00,94.78977560375141,95.92159094155303,94.12955118935153,94.28045654296875,4870559,0.0,0.0,,,,,
2024-06-18 00:00:00+02:00,95.26136522363805,95.30852719369545,93.24295667477011,93.657958984375,4809558,0.0,0.0,,,,,
2024-06-19 00:00:00+02:00,93.5636340935064,94.01636453537549,92.95999830161846,93.35614013671875,4336473,0.0,0.0,,,,,
2024-06-20 00:00:00+02:00,93.6390885503029,94.64829279490786,93.37499879596233,94.12954711914062,10568557,0.0,0.0,,,,,
2024-06-24 00:00:00+02:00,93.84659099479799,94.97840629928734,92.71477569030864,94.9312515258789,6901538,0.0,0.0,,,,,
2024-06-25 00:00:00+02:00,94.93125302095522,95.11988650937218,93.657958984375,93.657958984375,3671649,0.0,0.0,,,,,
2024-06-26 00:00:00+02:00,93.84658848982305,94.88408702389617,93.60135920856379,94.16726684570312,4693387,0.0,0.0,,,,,
2024-06-27 00:00:00+02:00,94.20499325048445,94.50681113114163,93.80885863135424,94.26158905029297,3229572,0.0,0.0,,,,,
2024-06-28 00:00:00+02:00,94.78977393562953,95.59147705212274,94.45966173423894,95.21420288085938,5324129,0.0,0.0,,,,,
2024-07-01 00:00:00+02:00,96.11023166252468,96.95909676413001,95.45000005198436,96.01591491699219,4049704,0.0,0.0,,,,62.661307051911805,
2024-07-02 00:00:00+02:00,96.0159131932589,96.11022993709817,94.74261196575674,95.21420288085938,3472838,0.0,0.0,,,,58.35352933903055,
2024-07-03 00:00:00+02:00,95.63863349132,96.53465329983665,95.30852130901943,96.15737915039062,3901243,0.0,0.0,,,,61.69026729975147,
2024-07-04 00:00:00+02:00,96.4403373013086,97.76079323654683,96.34602056220001,97.33635711669922,3029762,0.0,0.0,,,,65.41991230148739,
2024-07-05 00:00:00+02:00,97.57215673781006,97.80795219362489,96.4875033977869,96.62897491455078,2101632,0.0,0.0,,,,61.54816832975831,
2024-07-08 00:00:00+02:00,96.62897562616727,97.10056654126991,94.93125264934157,95.21420288085938,3792986,0.0,0.0,94.72092018127441,,,54.58954727358664,
2024-07-09 00:00:00+02:00,95.73295665740966,96.53465978136926,94.05409413535381,94.31818389892578,4793727,0.0,0.0,94.78411331176758,,,50.681390282651236,
2024-07-10 00:00:00+02:00,94.45966266554807,95.87443542480469,93.82773256009764,95.87443542480469,3992108,0.0,0.0,94.893994140625,,,56.50567228086808,
2024-07-11 00:00:00+02:00,96.25170811100126,97.47784016584781,95.92158871555579,97.1477279663086,3884227,0.0,0.0,94.9812385559082,,,60.604941204256626,
2024-07-12 00:00:00+02:00,97.10056461188965,97.61931748655749,96.72329764402885,97.3835220336914,2421816,0.0,0.0,95.17506256103516,,,61.33174588224416,
2024-07-15 00:00:00+02:00,96.91193199233989,97.00624873514631,95.59147600533113,96.48750305175781,3367285,0.0,0.0,95.27173881530761,,,57.0262811932375,
2024-07-16 00:00:00+02:00,96.20454701433879,96.53465921687338,95.73295609760183,96.251708984375,3615902,0.0,0.0,95.37030143737793,,,55.91389698886607,
2024-07-17 00:00:00+02:00,103.65568447891098,104.26875410713522,101.58068013691401,102.99545288085938,18747260,0.0,0.0,95.83717613220215,,,72.46002029183573,
2024-07-18 00:00:00+02:00,103.7500015961076,104.4102260006294,101.10908958620779,101.439208984375,7107618,0.0,0.0,96.24132957458497,,,66.27806784347071,
2024-07-19 00:00:00+02:00,101.25056517624236,101.34488191742018,100.30738337265201,100.873291015625,4876251,0.0,0.0,96.57851676940918,,,64.13525356881293,
2024-07-22 00:00:00+02:00,101.10908958620779,101.86363793072383,101.10908958620779,101.439208984375,3273239,0.0,0.0,96.90391464233399,,,65.34196468872867,
2024-07-23 00:00:00+02:00,101.15625139040367,101.7693210198298,100.54318176097755,100.92045593261719,3349191,0.0,0.0,97.2670394897461,,,63.24143356687431,
2024-07-24 00:00:00+02:00,100.6846599615559,100.92045541814034,99.93011162212318,100.2602310180664,3049503,0.0,0.0,97.57168769836426,,,60.572555361100754,
2024-07-25 00:00:00+02:00,99.59999838921101,100.63749694824219,99.3170481617877,100.63749694824219,2923444,0.0,0.0,97.89048309326172,,,61.57055755078347,
2024-07-26 00:00:00+02:00,100.6374928170117,101.34487915039062,100.260225862601,101.34487915039062,2370509,0.0,0.0,98.19701690673828,,,63.43925554269726,0.12957021436051108
2024-07-29 00:00:00+02:00,101.53352001845228,102.71249724301418,101.53352001845228,101.86363220214844,3223643,0.0,0.0,98.4894027709961,,,64.79137577091973,0.12178646746190092
2024-07-30 00:00:00+02:00,101.95795241683754,102.5710220336914,101.95795241683754,102.5710220336914,2283758,0.0,0.0,98.8572437286377,,,66.60506832638058,0.13903902697404535
2024-07-31 00:00:00+02:00,102.80681730843133,103.13692950280928,101.76931875642656,102.0522689819336,3712487,0.0,0.0,99.15198822021485,,,64.00137140088658,0.09251297824638316
2024-08-01 00:00:00+02:00,102.05226557078217,102.05226557078217,99.26988220214844,99.26988220214844,4343694,0.0,0.0,99.2486644744873,,,52.211903625461474,-0.13621996622650245
2024-08-02 00:00:00+02:00,98.1852222093119,98.2795389484674,95.82726775089469,96.29885864257812,4914561,0.0,0.0,99.23215866088867,,,43.08533243504293,-0.4788939898442979
2024-08-05 00:00:00+02:00,92.9788681795533,94.88409234378784,91.35659425179965,94.45966339111328,8543031,0.0,0.0,99.19443168640137,,,38.58853955105628,-0.8016984011654269
2024-08-06 00:00:00+02:00,95.26135964890271,95.30852161620017,91.99795155810247,93.2052230834961,6405535,0.0,0.0,99.13878364562989,,,35.84090334365918,-1.055982056541554
2024-08-07 00:00:00+02:00,94.09182028260295,95.54432114743823,93.52591263035828,94.9312515258789,4506690,0.0,0.0,99.0916244506836,,,41.96412595975997,-1.0613749107437358
2024-08-08 00:00:00+02:00,94.31817916111056,95.78011381647018,93.37499736949945,95.40283966064453,3539855,0.0,0.0,99.00438003540039,,,43.5493489722333,-0.9881214919728326
2024-08-09 00:00:00+02:00,95.63863564495223,96.44033873313695,95.35567822751949,96.06306457519531,3270219,0.0,0.0,98.93835716247558,,,45.78214916029016,-0.8551236908387742
2024-08-12 00:00:00+02:00,96.2988615905958,96.67613575467333,95.78011591140711,96.34602355957031,3310347,0.0,0.0,98.93128318786621,,,46.7541858097983,-0.7137784632210757
2024-08-13 00:00:00+02:00,96.67613515046088,96.77045189191425,96.01591076438116,96.72329711914062,2484514,0.0,0.0,98.95486259460449,,,48.09048851678248,-0.5669649994404612
2024-08-14 00:00:00+02:00,96.95909603068203,97.47784172513992,96.95909603068203,97.4306869506836,1953798,0.0,0.0,98.6766242980957,,,50.594200861809426,-0.40206087835494175
2024-08-15 00:00:00+02:00,97.66648275453406,97.99659496051608,96.29886476417082,97.57215881347656,2955809,0.0,0.0,98.48327178955078,,,51.10215343539978,-0.26966161487116297
2024-08-16 00:00:00+02:00,97.5721527546678,98.09090561464609,97.38351927607893,97.85511016845703,2580072,0.0,0.0,98.33236274719238,,,52.161526530192425,-0.15493285054289596
2024-08-19 00:00:00+02:00,97.90227698681014,98.79829684836116,97.90227698681014,98.32670593261719,2824175,0.0,0.0,98.17673759460449,96.84326797485352,1.3769357928908619,53.95217814423879,-0.044901915365054466
2024-08-20 00:00:00+02:00,98.32670649106218,98.56250195027337,96.25170932836635,96.39318084716797,3117545,0.0,0.0,97.95037384033203,96.91004516601562,1.0734993183980428,46.300086135351,-0.09697034519951601
2024-08-21 00:00:00+02:00,96.53465618858912,98.0437456356261,96.48750141593847,97.2420425415039,3499830,0.0,0.0,97.79946441650391,96.98134963989258,0.843579491983888,49.674738560391475,-0.0701235643513827
2024-08-22 00:00:00+02:00,97.24204272179996,97.9494290760263,97.05340923903537,97.76079559326172,1988369,0.0,0.0,97.65562934875489,97.02850875854492,0.6463261140811272,51.673448081511964,-0.016128547491000608
2024-08-23 00:00:00+02:00,97.94943115331468,99.03409169197951,97.94943115331468,98.7039794921875,2460372,0.0,0.0,97.52358436584473,97.13244750976563,0.40268403206845566,55.16039858027428,0.07917489508737928
2024-08-26 00:00:00+02:00,98.70398061380506,99.41136699107183,98.2795444699012,98.98693084716797,1902544,0.0,0.0,97.3797492980957,97.22110656738282,0.16317725267088062,56.181841672928115,0.1530587405548565
2024-08-27 00:00:00+02:00,98.98692616681524,99.59999577064023,98.84545465477609,99.03408813476562,1857344,0.0,0.0,97.20290260314941,97.31617919921875,-0.11640057902134517,56.36026689295017,0.19424740590033188
2024-08-28 00:00:00+02:00,99.08125010271601,99.31704555065593,98.23238505095111,99.03408813476562,2415808,0.0,0.0,97.05199356079102,97.42370178222656,-0.3815377722624706,56.36026689295017,0.20933199080108483
2024-08-29 00:00:00+02:00,98.79829459332396,99.93010988691366,98.79829459332396,99.4585189819336,2115546,0.0,0.0,97.06142539978028,97.54574935913087,-0.4965095481172336,58.139504601456935,0.23387336010042248
2024-08-30 00:00:00+02:00,99.45852131650763,99.97727420252475,99.45852131650763,99.8829574584961,3774648,0.0,0.0,97.24063034057617,97.66081756591797,-0.43025159507617133,59.90020914885454,0.262523001715821
2024-09-02 00:00:00+02:00,100.21306939330508,101.10908925304742,100.11875264952793,100.40170288085938,3096292,0.0,0.0,97.53773231506348,97.77022659301758,-0.23779660337895467,62.00373220121694,0.2976658732126345
2024-09-03 00:00:00+02:00,100.40169964839288,100.59034032578012,98.79829346808471,99.17556762695312,3167392,0.0,0.0,97.83624954223633,97.88057876586915,-0.04528909022784847,54.699756097346196,0.22300367887287215
2024-09-04 00:00:00+02:00,98.0909078921266,99.5528425708044,97.94942918194711,99.31704711914062,4369957,0.0,0.0,98.05553932189942,97.9835743713379,0.07344593318140213,55.353293926594816,0.17020141975023162
2024-09-05 00:00:00+02:00,99.17556970688034,100.35454698062854,98.75113357078726,100.1187515258789,3211102,0.0,0.0,98.29133491516113,98.10071762084961,0.1943077471137784,58.96589967546034,0.17561461437618686
2024-09-06 00:00:00+02:00,99.69431329897938,100.2130661669117,98.93977217714863,99.17556762695312,4119847,0.0,0.0,98.44696006774902,98.17994491577149,0.27196506598837855,53.482961101006055,0.10547740246424847
2024-09-09 00:00:00+02:00,99.55284603096496,100.16590846987408,99.26988860077124,100.0244369506836,2436794,0.0,0.0,98.6308807373047,98.26011535644531,0.37733049621853687,57.32868111158537,0.10578761370436729
2024-09-10 00:00:00+02:00,100.02443329216624,100.73181964587064,98.70397732607012,98.79829406738281,3090086,0.0,0.0,98.7346305847168,98.33179718017578,0.40966748914686446,50.79615217737473,0.017573100380868345
