Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,SMA_200,Close_10_%_D,10_50_%_D,50_200_%_D
2020-07-03,87.76851654052734,89.5238868713379,87.76851654052734,87.76851654052734,4766,0.0,0.0,,,,,,
2020-07-06,88.20735968979709,89.52388744636123,88.20735968979709,89.08504486083984,7747,0.0,0.0,,,,,,
2020-07-07,89.08503677595907,89.52387932165345,88.20735168457031,88.20735168457031,3110,0.0,0.0,,,,,,
2020-07-08,89.96272408001796,93.4734645319211,89.96272408001796,92.59577941894531,20878,0.0,0.0,,,,,,
2020-07-09,93.03462197543321,95.22883475787268,92.59577941894531,92.59577941894531,8141,0.0,0.0,,,,,,
2020-07-10,92.59577853437783,93.91230619126472,90.40156577289969,90.84040832519531,15054,0.0,0.0,,,,,,
2020-07-13,93.4734716782203,93.4734716782203,90.84041613798875,91.27925872802734,8435,0.0,0.0,,,,,,
2020-07-14,91.27925020105698,91.27925020105698,87.06635905175662,89.52388000488281,19559,0.0,0.0,,,,,,
2020-07-15,89.52388254801431,94.78999328613281,89.08503998650444,94.78999328613281,44625,0.0,0.0,,,,,,
2020-07-16,94.7899951171875,104.88337422688802,92.5957822672526,98.73957824707031,67648,0.0,0.0,91.54255905151368,,,7.86193795555427,,
2020-07-17,99.17842239576348,102.25032043457031,99.17842239576348,102.25032043457031,11439,0.0,0.0,92.99073944091796,,,9.957530232927613,,
2020-07-20,103.12799902523265,110.58832235897289,102.68915647618911,104.44452667236328,54312,0.0,0.0,94.52668762207031,,,10.49210471644341,,
2020-07-21,105.32222059906506,107.51643352821225,101.81147991242956,107.07759094238281,108979,0.0,0.0,96.41371154785156,,,11.06054234748406,,
2020-07-22,107.51643256662281,109.27180289424115,104.00569191138615,104.88337707519531,36805,0.0,0.0,97.64247131347656,,,7.415733813692777,,
2020-07-23,104.88337764267094,107.51643314834469,104.44453505839198,106.19990539550781,19009,0.0,0.0,99.00288391113281,,,7.2695069073292915,,
2020-07-24,105.76105431949391,105.76105431949391,103.5668415742762,104.44452667236328,11573,0.0,0.0,100.36329574584961,,,4.066457658832355,,
2020-07-27,106.19991205506405,106.19991205506405,102.68917116068177,103.56685638427734,12660,0.0,0.0,101.59205551147461,,,1.9438536437326852,,
2020-07-28,103.56684816548753,104.44453331943232,101.81147785759791,102.25032043457031,14970,0.0,0.0,102.86469955444336,,,-0.5972691531052169,,
2020-07-29,102.68916340280087,103.56684856008977,100.93379308822307,103.12800598144531,30067,0.0,0.0,103.69850082397461,,,-0.5501476279755473,,
2020-07-30,103.5668479656351,104.00569054176067,100.93379250888167,101.81147766113281,8331,0.0,0.0,104.00569076538086,,,-2.1097048518218307,,
2020-07-31,102.68916281338396,104.44453311788625,101.81147766113281,101.81147766113281,6321,0.0,0.0,103.96180648803711,,,-2.068383476148751,,
2020-08-03,101.81147900186323,105.32221965709991,101.81147900186323,104.88337707519531,9535,0.0,0.0,104.00569152832031,,,0.8438822279605823,,
2020-08-04,104.8833762960231,104.8833762960231,102.25032082415642,103.12800598144531,14750,0.0,0.0,103.61073303222656,,,-0.4659044836900295,,
2020-08-05,103.12801377247955,104.00569899607513,100.49495810169284,103.56685638427734,7502,0.0,0.0,103.47908096313476,,,0.08482431456252656,,
