Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI_3_months
2025-06-30,1.4299999475479126,1.5880000591278076,1.4299999475479126,1.5880000591278076,64555,0.0,0.0,,,,,,,
