Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,SMA_200,Close_10_%_D,10_50_%_D,50_200_%_D
2020-07-02,43.43316274977515,44.60476827292229,43.098416490374866,44.35371017456055,2217,0.0,0.0,,,,,,
2020-07-03,44.35370928327614,45.10688675560327,44.10265118995938,44.77214050292969,5609,0.0,0.0,,,,,,
2020-07-06,44.77214379905921,45.35794818817652,44.27002757545985,44.60477066040039,2979,0.0,0.0,,,,,,
2020-07-07,44.60476790352817,44.93951416015625,44.18633667893151,44.93951416015625,3302,0.0,0.0,,,,,,
2020-07-08,44.9395122097357,45.10688533078559,44.270022917912954,45.023197174072266,2668,0.0,0.0,,,,,,
2020-07-09,44.85582510749499,49.45856848649595,44.01896267494936,48.538021087646484,19515,0.0,0.0,,,,,,
2020-07-10,48.28696290863986,48.28696290863986,46.362179955756844,47.61747360229492,4516,0.0,0.0,,,,,,
2020-07-13,46.94798205514418,48.119590759277344,46.94798205514418,48.119590759277344,3491,0.0,0.0,,,,,,
2020-07-14,47.7011599030449,48.119591130264595,46.86429744860552,47.53378677368164,4494,0.0,0.0,,,,,,
2020-07-15,51.04860665447219,53.47550890352074,51.04860665447219,52.55495834350586,26382,0.0,0.0,46.805716323852536,,,12.283204854453787,,
2020-07-16,52.722332570090224,56.40452850272978,52.722332570090224,56.06978225708008,34405,0.0,0.0,47.97732353210449,,,16.867257548371654,,
2020-07-17,56.06978511649936,56.06978511649936,54.228690248665124,55.56766891479492,10982,0.0,0.0,49.05687637329102,,,13.271926430784125,,
2020-07-20,55.73503962834142,55.73503962834142,53.72656840885757,54.396060943603516,15596,0.0,0.0,50.03600540161133,,,8.71383618055925,,
2020-07-21,54.39605801604515,55.149235480910356,52.88970627869158,53.97762680053711,8763,0.0,0.0,50.93981666564942,,,5.963527813275777,,
2020-07-22,52.72233350415763,53.391822814941406,51.718097941793545,53.391822814941406,6549,0.0,0.0,51.77667922973633,,,3.119442206864181,,
2020-07-23,52.88970912517913,54.396060943603516,52.30390475346492,54.396060943603516,2701,0.0,0.0,52.362483215332034,,,3.8836541038528107,,
2020-07-24,53.64287783547216,54.31237030029297,52.722330484908554,54.31237030029297,4899,0.0,0.0,53.031972885131836,,,2.4143876712535204,,
2020-07-27,54.31237286829972,54.31237286829972,53.0570792259727,53.224449157714844,4369,0.0,0.0,53.54245872497559,,,-0.5939390435807634,,
2020-07-28,53.05707862323079,55.14923467000839,53.05707862323079,54.22868728637695,3191,0.0,0.0,54.211948776245116,,,0.0308760531758857,,
2020-07-29,54.22868711282527,54.56342697143555,53.47550966144507,54.56342697143555,924,0.0,0.0,54.41279563903809,,,0.2768307171657067,,
2020-07-30,54.56342488401716,54.81448615312362,53.55919257709789,53.7265625,3351,0.0,0.0,54.17847366333008,,,-0.8341157156591337,,
2020-07-31,53.726565517330826,53.97762680053711,53.30813749419961,53.97762680053711,3062,0.0,0.0,54.0194694519043,,,-0.07745846412735417,,
2020-08-03,53.97762966657159,53.97762966657159,52.72233595339551,53.47551345825195,7944,0.0,0.0,53.92741470336914,,,-0.8379805477471777,,
2020-08-04,52.88970662994779,53.47551097402491,52.88970662994779,53.391822814941406,1188,0.0,0.0,53.86883430480957,,,-0.8855054987250248,,
2020-08-05,53.39182246035049,53.97762680053711,53.14076436952104,53.97762680053711,6852,0.0,0.0,53.92741470336914,,,0.09311052169692564,,
2020-08-06,53.97763246890874,54.228693778479816,53.81026251903091,54.061317443847656,12936,0.0,0.0,53.89394035339355,,,0.3105675505568479,,
2020-08-07,53.72656840885757,54.396060943603516,53.14076722952036,54.396060943603516,7907,0.0,0.0,53.90230941772461,,,0.9160118206670876,,
2020-08-10,54.396060093511636,55.98610005011891,54.22869015481778,55.73503875732422,9599,0.0,0.0,54.153368377685545,,,2.9207239125136617,,
2020-08-11,55.735038703406154,55.735038703406154,54.3960600408889,54.814491271972656,7563,0.0,0.0,54.211948776245116,,,1.1114569930228477,,
2020-08-12,54.39605731654867,55.40028966695275,54.39605731654867,55.149234771728516,11411,0.0,0.0,54.27052955627441,,,1.6191204004061797,,
2020-08-13,54.98185942679489,55.65135192871094,54.39605827618362,55.65135192871094,21864,0.0,0.0,54.46300849914551,,,2.1819276281516338,,
2020-08-14,55.65135192871094,55.65135192871094,54.814489493692726,55.65135192871094,3689,0.0,0.0,54.63038101196289,,,1.8688702107431348,,
2020-08-17,55.81872406392526,58.49668779248446,55.81872406392526,58.16194152832031,11305,0.0,0.0,55.09902381896973,,,5.5589328032633345,,
2020-08-18,58.16193850906189,58.16193850906189,56.4045286943719,57.9108772277832,449,0.0,0.0,55.55092926025391,,,4.248260108256751,,
2020-08-19,57.91088023400872,58.16194152832031,56.48821659225354,58.16194152832031,1151,0.0,0.0,55.969360733032225,,,3.9174662111051433,,
2020-08-20,57.99457053528624,58.07825550361886,56.822961824368114,57.82719421386719,904,0.0,0.0,56.34594841003418,,,2.628841727986998,,
2020-08-21,57.91088003706342,57.91088003706342,55.986100197984854,56.488216400146484,17048,0.0,0.0,56.55516395568848,,,-0.11837567228069158,,
2020-08-24,56.32084934152269,57.325081797207105,56.06978803522447,56.90665054321289,34392,0.0,0.0,56.672325134277344,,,0.41347413994457577,,
2020-08-25,56.906643986693176,57.9945676756343,55.902411646711755,57.241390228271484,11204,0.0,0.0,56.915015029907224,,,0.573443050472287,,
2020-08-26,57.157701992754724,57.157701992754724,55.98609340666215,56.23714828491211,22224,0.0,0.0,57.02380638122558,,,-1.3795257564084176,,
2020-08-27,56.73927474837948,56.73927474837948,55.98609729185605,56.06978225708008,12776,0.0,0.0,57.0656494140625,,,-1.745125425203717,,
2020-08-28,56.06978714756116,58.245628356933594,55.90241720251487,58.245628356933594,5640,0.0,0.0,57.325077056884766,,,1.6058439819197234,,
2020-08-31,58.24562754395412,58.49668884277344,56.15347133630667,58.49668884277344,5115,0.0,0.0,57.358551788330075,,,1.9842499835829586,,
2020-09-01,57.325077225631205,58.24562463405556,57.325077225631205,58.07825469970703,1697,0.0,0.0,57.37528953552246,,,1.2252054322956327,,
2020-09-02,58.078256558467764,58.16194152832031,56.82296285641768,58.16194152832031,3476,0.0,0.0,57.37528953552246,,,1.3710640925146258,,
2020-09-03,58.16193287107397,58.16193287107397,56.488208184136596,57.65981674194336,17643,0.0,0.0,57.358551788330075,,,0.5252311019375809,,
2020-09-04,56.06978330963816,58.16193940328137,55.23292087218087,57.49244689941406,10523,0.0,0.0,57.458974838256836,,,0.05825384328809933,,
2020-09-07,56.906645837491446,58.32930942952725,56.906645837491446,57.325077056884766,3386,0.0,0.0,57.500817489624026,,,-0.30563118997564315,,
2020-09-08,56.990332796122786,58.16194152832031,56.990332796122786,58.16194152832031,2884,0.0,0.0,57.592872619628906,,,0.988089120766404,,
2020-09-09,58.161937800070234,58.161937800070234,57.492445314657225,57.99456787109375,2632,0.0,0.0,57.76861457824707,54.05629249572754,,0.39113503845696496,6.86751146096995,
2020-09-10,58.07825372207176,58.07825372207176,57.57613754272461,57.57613754272461,1871,0.0,0.0,57.919250106811525,54.32074104309082,,-0.5923981464783573,6.624558123877818,
2020-09-11,57.57613826113106,57.91087812837013,56.4045295715332,56.4045295715332,2808,0.0,0.0,57.73514022827148,54.55338882446289,,-2.304680739454951,5.832362521137872,
2020-09-14,56.48821917447177,57.24139670708224,54.5634328561066,55.23292541503906,11503,0.0,0.0,57.40876388549805,54.76595191955566,,-3.790080683149181,4.825647821888217,
2020-09-15,56.65558633928239,57.659825128359564,55.73503890452708,56.488216400146484,49964,0.0,0.0,57.24976005554199,54.99692596435547,,-1.3302128334803145,4.096290932054321,
2020-09-16,56.73927581350547,57.74350818455273,56.73927581350547,57.49244689941406,4954,0.0,0.0,57.182810592651364,55.2463109588623,,0.5414849384868989,3.5052107555761047,
2020-09-17,57.492448855139756,57.91088008810221,56.32084651064802,57.40876388549805,407315,0.0,0.0,57.157705307006836,55.423725814819335,,0.4392383793973518,3.128587020621889,
2020-09-18,57.32507995937181,58.32931238286066,57.32507995937181,57.74351119995117,7421,0.0,0.0,57.18281173706055,55.62624656677246,,0.9805384622722777,2.798256697797547,
2020-09-21,57.743508276278085,57.743508276278085,56.990330804419365,57.325077056884766,2381,0.0,0.0,57.18281173706055,55.810356292724606,,0.24879035413366302,2.4591411621481676,
2020-09-22,57.743501699339625,57.8271866567359,56.90663935587094,57.65981674194336,4872,0.0,0.0,57.13259925842285,56.01287689208984,,0.9227962500634583,1.9990445562904757,
2020-09-23,57.65982162838724,58.329307729046725,57.492445314657225,57.99456787109375,5226,0.0,0.0,57.13259925842285,56.1216690826416,,1.5087159062587598,1.801318799504357,
2020-09-24,57.827196171116235,58.07825746936547,57.24139498820675,57.74351119995117,6392,0.0,0.0,57.149336624145505,56.155143661499025,,1.0396876165219198,1.770439710099284,
2020-09-25,57.40876493053688,57.74351119995117,57.24139498820675,57.74351119995117,18200,0.0,0.0,57.28323478698731,56.19866050720215,,0.803509813430478,1.929893470763711,
2020-09-28,57.576141257621046,58.245627411695594,56.655587420543235,57.74351119995117,5125,0.0,0.0,57.53429336547852,56.2656095123291,,0.36364022608851126,2.2548122452515527,
2020-09-29,57.74350924553457,57.82719421386719,56.822961824368114,57.82719421386719,29150,0.0,0.0,57.66819114685059,56.3426008605957,,0.2757205729094249,2.3527317979776896,
2020-09-30,57.8271866567359,57.8271866567359,56.822954398474664,57.65981674194336,4165,0.0,0.0,57.68492813110352,56.42796073913574,,-0.04353197615690383,2.227561257757813,
2020-10-01,57.65982321775774,57.65982321775774,56.65558446195678,57.49244689941406,6091,0.0,0.0,57.69329643249512,56.489888458251954,,-0.3481332243097976,2.1303068692240816,
2020-10-02,57.325081797207105,57.325081797207105,56.57190426306667,56.90665054321289,2920,0.0,0.0,57.609610366821286,56.54177406311035,,-1.2202127720225764,1.8885794112491843,
2020-10-05,56.90664332232354,58.496683162692094,56.82295835909434,58.41299819946289,9466,0.0,0.0,57.7184024810791,56.64554504394531,,1.203421592639342,1.8939837833698558,
