Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_DIFF,RSI,MACD
2024-06-10 00:00:00+02:00,420.2025364364011,420.2025364364011,412.384814828282,413.3620300292969,550,0.0,0.0,,,,,
2024-06-11 00:00:00+02:00,412.3848079581725,413.3620231429075,408.47594721923247,411.4075927734375,587,0.0,0.0,,,,,
2024-06-12 00:00:00+02:00,411.40757402692526,412.3847891671317,406.5214983258929,410.43035888671875,788,0.0,0.0,,,,,
2024-06-13 00:00:00+02:00,410.43037758870247,414.3392383276425,408.47594721923247,411.4075927734375,358,0.0,0.0,,,,,
2024-06-14 00:00:00+02:00,412.3847891671317,418.24808000837055,410.43035888671875,410.43035888671875,442,0.0,0.0,,,,,
2024-06-17 00:00:00+02:00,412.38481293454697,416.2936737206564,408.4759521484375,408.4759521484375,1544,0.0,0.0,,,,,
2024-06-18 00:00:00+02:00,408.47594721923247,413.3620231429075,405.54430166502743,411.4075927734375,914,0.0,0.0,,,,,
2024-06-19 00:00:00+02:00,412.38481293454697,412.38481293454697,408.4759521484375,408.4759521484375,79,0.0,0.0,,,,,
2024-06-20 00:00:00+02:00,408.47592860630584,412.3847891671317,405.5442831856864,410.43035888671875,690,0.0,0.0,,,,,
2024-06-24 00:00:00+02:00,408.47594721923247,412.3848079581725,404.56708648029246,411.4075927734375,317,0.0,0.0,,,,,
2024-06-25 00:00:00+02:00,411.4075858541775,411.4075858541775,407.4987251809787,409.4531555175781,228,0.0,0.0,,,,,
2024-06-26 00:00:00+02:00,410.43037068587785,414.3392313590767,408.4759403492784,409.4531555175781,299,0.0,0.0,,,,,
2024-06-27 00:00:00+02:00,411.4075907927293,411.4075907927293,403.5898693524874,406.5215148925781,282,0.0,0.0,,,,,
2024-06-28 00:00:00+02:00,410.4303566806288,411.4075718155826,405.5442810058594,405.5442810058594,238,0.0,0.0,,,,,
2024-07-01 00:00:00+02:00,403.5898742675781,408.475950227234,402.61265907564695,403.5898742675781,283,0.0,0.0,,,,29.166677510103916,
2024-07-02 00:00:00+02:00,403.589879254597,403.589879254597,398.70380323456556,400.6582336425781,532,0.0,0.0,,,,25.70623218330817,
2024-07-03 00:00:00+02:00,404.56709445860326,405.5443096626096,399.68101843857187,400.6582336425781,528,0.0,0.0,,,,25.706232183308163,
2024-07-04 00:00:00+02:00,400.6582238123967,406.5215148925781,398.70379345233624,406.5215148925781,562,0.0,0.0,,,,41.73940026885472,
2024-07-05 00:00:00+02:00,406.5215128877737,408.4759432381957,401.63543701171875,401.63543701171875,1075,0.0,0.0,,,,34.967169068776364,
2024-07-08 00:00:00+02:00,401.6354321465976,405.5442928000925,400.6582169832239,404.56707763671875,222,0.0,0.0,407.7918930053711,,,41.13815391531854,
2024-07-09 00:00:00+02:00,404.5670658709055,407.4987112757671,402.61263560099775,405.5442810058594,90,0.0,0.0,407.40100555419923,,,43.07710868968899,
2024-07-10 00:00:00+02:00,407.49873007260834,407.49873007260834,402.6126541724572,406.5215148925781,255,0.0,0.0,407.1567016601563,,,45.02730822924852,
2024-07-11 00:00:00+02:00,406.5215148925781,410.4303756126991,402.6126541724572,406.5215148925781,213,0.0,0.0,406.96125946044924,,,45.027308229248526,
