Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_DIFF,RSI
2023-06-12,95.79512973355573,100.13230943060887,94.75797916153103,97.11514282226562,133346,0.0,0.0,,,,
2023-06-13,97.68086146991577,99.28373708856586,97.58657636140522,98.5294418334961,90730,0.0,0.0,,,,100.0
2023-06-14,99.66088803243335,100.41518336704799,97.58658665248326,99.00088500976562,127532,0.0,0.0,,,,100.0
2023-06-15,98.90430362696623,99.38723478982354,97.64867965595931,99.09747314453125,218925,2.5,0.0,,,,100.0
2023-06-16,98.7111195134825,99.29064276163822,95.66865930538602,96.1032943725586,146863,0.0,0.0,,,,35.22926794163543
2023-06-19,97.84185593449317,103.25068345109639,97.55209429100142,99.2906494140625,280259,0.0,0.0,,,,62.82956834660167
2023-06-20,99.29065331222257,100.73944684867166,98.1316140616963,98.32479095458984,144298,0.0,0.0,,,,55.15913067750843
2023-06-21,98.32478670216383,99.48381853361842,97.84185554423365,98.42137145996094,87755,0.0,0.0,,,,55.74099057718724
2023-06-22,98.03502373946341,98.03502373946341,95.28231765012454,96.34476470947266,60216,0.0,0.0,,,,42.86235385858213
2023-06-26,96.19987766280666,96.19987766280666,92.14325920100978,94.02668762207031,227316,0.0,0.0,,,,33.54518950766182
2023-06-27,94.02669196387438,94.41303835163416,92.09496739401997,93.39888000488281,87669,0.0,0.0,,,,31.54521430524872
2023-06-28,93.7369427269225,95.33060968736602,93.7369427269225,95.04085540771484,52985,0.0,0.0,,,,41.38775981440073
2023-06-29,97.16574897901373,98.1316113095585,94.75109315265183,98.03502655029297,168775,0.0,0.0,,,,54.293345238282306
2023-06-30,98.03502125590806,100.06333056672418,97.16574373157418,99.3872299194336,101955,0.0,0.0,,,,58.71451192566623
2023-07-03,99.38722905315511,99.77357543492984,98.22818990783088,99.58039855957031,68442,0.0,0.0,,,,59.31987925318047
2023-07-04,99.77357689565036,101.80188621848252,99.48381526284102,101.12577819824219,94439,0.0,0.0,,,,63.882575664212695
2023-07-05,100.54626362405587,101.12577952835252,99.00088542294993,99.87016296386719,77717,0.0,0.0,,,,58.173442437886614
2023-07-06,99.87016925301322,101.12578589656876,98.32479095458984,98.32479095458984,129639,0.0,0.0,,,,52.012379680529726
2023-07-07,98.904302535714,100.83602716582972,97.4555090631272,100.35309600830078,69572,0.0,0.0,,,,58.26067070057741
2023-07-10,100.06333099566376,100.83602376926048,99.19405346760358,100.25650787353516,52476,0.0,0.0,98.08136138916015,,,57.87422152308623
2023-07-11,101.31895872049779,101.80188987991966,100.06333475842304,101.22237396240234,72029,0.0,0.0,98.28672294616699,,,60.68274415757604
2023-07-12,101.80188035747707,102.86432733503607,100.83601812897908,102.67115783691406,79031,0.0,0.0,98.49380874633789,,,64.5053876324624
2023-07-13,102.6711641753988,102.6711641753988,100.93260910919376,101.99505615234375,84324,0.0,0.0,98.6435173034668,,,61.50034098599608
2023-07-14,98.71113098141873,100.44968618997713,92.04668654281669,99.00089263916016,221651,0.0,0.0,98.63868827819825,,,50.32023189220279
2023-07-17,98.22818201834289,98.22818201834289,93.10911682004955,96.2481689453125,146096,0.0,0.0,98.64593200683593,,,42.644746561259275
2023-07-18,95.91012094938951,96.87598316491632,93.2057037983369,95.66865539550781,90332,0.0,0.0,98.4648323059082,,,41.219304629010345
2023-07-19,95.95840932483803,96.58622123666512,93.68863459956518,96.19987487792969,102843,0.0,0.0,98.3585865020752,,,43.096954393589485
2023-07-20,96.19989144328292,99.00089381525979,95.57207942334834,97.74526977539062,73366,0.0,0.0,98.32478141784668,,,48.273533367678056
2023-07-21,98.51795390114856,98.51795390114856,96.77939882590343,97.06916046142578,118370,0.0,0.0,98.36100120544434,,,46.28948695281753
2023-07-24,96.68281407037747,97.55209160800004,95.37890144841587,97.06916046142578,62267,0.0,0.0,98.51312484741212,,,46.28948695281753
2023-07-25,98.32478346949249,101.41553983105153,98.22819134592642,101.12577819824219,81037,0.0,0.0,98.89946975708008,,,58.23429317341083
2023-07-26,101.12577819824219,101.51212458567316,99.77357689565036,101.12577819824219,41573,0.0,0.0,99.20371589660644,,,58.23429317341083
2023-07-27,101.41553983105153,101.9950557277258,100.73943917975562,101.12577819824219,38330,0.0,0.0,99.3582534790039,,,58.23429317341083
2023-07-28,100.73943857458052,101.6087087298977,99.87016105031894,101.31895446777344,46195,0.0,0.0,99.4548397064209,,,58.779519227303105
2023-07-31,101.31895217299623,103.83019256591797,100.73943629292879,103.83019256591797,85323,0.0,0.0,99.66732940673828,,,65.14883604727798
2023-08-01,103.83019402980634,103.83019402980634,101.0291919728878,101.51212310791016,54474,0.0,0.0,99.68664665222168,,,56.47416778054996
2023-08-02,101.51212266686086,101.70529954139708,99.48381338236842,100.6428451538086,30300,0.0,0.0,99.72528076171875,,,53.59235375819737
2023-08-03,101.3189607254377,101.3189607254377,99.19405916056625,99.7735824584961,24152,0.0,0.0,99.79772033691407,,,50.80069199230649
2023-08-04,99.7735781635986,102.09164177975421,99.7735781635986,101.80188751220703,41123,0.0,0.0,99.87015991210937,,,56.49529101115125
2023-08-07,101.89846992492676,101.89846992492676,99.09746785604511,100.44967651367188,35373,0.0,0.0,99.87981834411622,,,52.16074317942852
2023-08-08,98.80771444974964,100.93260852372396,98.80771444974964,100.25650787353516,53280,0.0,0.0,99.83152503967285,,,51.55224958219079
2023-08-09,101.31895832335864,101.51212783879235,99.96674960848871,100.35309600830078,29833,0.0,0.0,99.71562194824219,,,51.85468878241223
2023-08-10,100.44967886816384,101.12577952835252,99.67698608313862,99.87016296386719,32781,0.0,0.0,99.60937728881837,,,50.16836021392315
2023-08-11,99.19405539498959,100.25650982156515,98.42136997532367,98.8077163696289,26886,0.0,0.0,99.5997184753418,,,46.579520606665646
2023-08-14,98.80771080432388,99.48381142956853,97.5520869357905,98.22818756103516,20760,0.0,0.0,99.69871940612794,,,44.70109122484314
2023-08-15,97.74526764485421,98.90430689538049,97.26233646603785,98.32479095458984,35221,0.0,0.0,99.83152618408204,,,45.09854420279092
2023-08-16,98.32477753054334,98.51794702811893,96.10329146370424,96.87598419189453,30546,0.0,0.0,99.86533164978027,,,40.407844376926064
2023-08-17,96.87598612610222,96.87598612610222,94.41303445364683,94.89596557617188,51108,0.0,0.0,99.72286643981934,,,35.04339892250951
2023-08-18,94.21987202592287,94.89597270063963,93.20571364490306,94.55792236328125,59877,0.0,0.0,99.59730453491211,,,34.208411958687364
2023-08-21,94.41304117362333,96.2481810436259,94.2681603527649,95.08914184570312,56267,0.0,0.0,99.49830360412598,98.7296614074707,0.7785321915396711,36.75853904230787
2023-08-22,95.62037006234863,95.71695482094589,93.15741818892236,94.36474609375,86858,0.0,0.0,99.16025199890137,98.67465347290039,0.4921208323618257,34.77886605898483
2023-08-23,94.50961722103683,96.44134167059893,94.46132853116416,94.94425964355469,77532,0.0,0.0,98.85117607116699,98.60294982910156,0.2517432211669663,37.67086861282145
2023-08-24,93.20571082131072,95.95841686918747,93.20571082131072,94.79938507080078,37443,0.0,0.0,98.53485641479492,98.51891983032226,0.016176166466403068,37.22646722401186
2023-08-25,94.7993747843889,98.51794271707813,94.41302843719987,96.97256469726562,51130,0.0,0.0,98.31753692626953,98.47642166137695,-0.16134292090117275,47.274452916217186
2023-08-28,96.87599176704727,99.29064752027432,96.53793406643983,98.8077163696289,27927,0.0,0.0,98.06641311645508,98.53051010131836,-0.4710185549491693,53.97428614957824
2023-08-29,98.61454050032506,99.96674920980213,98.42137098566175,99.48381805419922,85757,0.0,0.0,97.96499786376953,98.5343734741211,-0.5778446548920422,56.18334291705752
2023-08-30,100.44968226336051,101.22237507450274,99.6769894522183,99.96675109863281,58233,0.0,0.0,97.93119316101074,98.56721267700195,-0.6452647880745099,57.74346926000356
2023-08-31,100.83601718055837,101.12577142501607,99.29063910328556,100.93260192871094,98940,0.0,0.0,97.98914413452148,98.61743728637695,-0.6371014793570041,60.75323189649463
2023-09-01,100.44967081900418,101.80187939997188,99.19404698618906,100.93260192871094,88164,0.0,0.0,97.94567985534668,98.70919403076172,-0.7734985407510249,60.75323189649464
2023-09-04,100.3530959280693,102.57457482955952,100.3530959280693,102.28482055664062,75544,0.0,0.0,98.03743705749511,98.87435668945312,-0.8464476128897889,64.82160397765014
2023-09-05,103.34725758727167,103.34725758727167,101.70529476009821,102.86432647705078,55964,0.0,0.0,98.1678279876709,99.06366561889648,-0.9043049493766091,66.42777765072589
2023-09-06,102.86433030949082,103.83019256591797,101.70529854935593,103.83019256591797,84645,0.0,0.0,98.34168281555176,99.23945236206055,-0.9046498394946832,68.97069498625241
2023-09-07,103.83019150636962,104.2165378787868,102.57456763824982,103.15409088134766,85451,0.0,0.0,98.50587921142578,99.34183364868164,-0.8414928601098539,65.24522825514194
2023-09-08,102.3813981365133,103.6370220046331,101.51212064081068,103.15409088134766,45421,0.0,0.0,98.72319793701172,99.41717086791992,-0.6980413190696968,65.24522825514194
2023-09-11,103.54043513727125,105.9550908761903,103.1540961141998,105.66533660888672,74616,0.0,0.0,99.0950553894043,99.53886962890626,-0.4458702827915947,71.80556390179903
2023-09-12,105.66533322679751,106.92094974947949,105.08581734179474,105.5687484741211,158439,0.0,0.0,99.45725326538086,99.62772903442382,-0.1711127722123048,71.2484979892271
2023-09-13,104.31312268444726,106.34143192952268,104.31312268444726,105.0858154296875,87661,0.0,0.0,99.86774482727051,99.73204208374024,0.13606734675735496,68.39157256582676
2023-09-14,105.47215437796245,105.66533124864311,100.5462583942398,103.15409088134766,118314,0.0,0.0,100.2806510925293,99.82862808227539,0.4527989805503168,58.31829168882864
2023-09-15,101.02918762710108,103.83018956353405,100.44967176379109,102.67115783691406,73375,0.0,0.0,100.68631286621094,99.87498931884765,0.8123390579529004,56.093904269277395
2023-09-18,102.76775171378345,104.31312994285159,101.8018893994978,102.28482055664062,78976,0.0,0.0,101.04609680175781,99.91555557250976,1.1314967151712496,54.30929087853268
2023-09-19,101.41553923024972,102.18823200053413,98.80771402619247,99.3872299194336,75334,0.0,0.0,101.29722099304199,99.8788526916504,1.4200887006285836,43.20648982143192
2023-09-20,98.61453586931614,100.73943727554884,97.84185047800413,100.6428451538086,111886,0.0,0.0,101.58215026855468,99.83828643798829,1.7466884626966717,48.15286879153687
2023-09-21,100.6428474751781,102.38140254138314,98.90429977791752,101.99505615234375,130789,0.0,0.0,101.94193382263184,99.83828643798829,2.1070547779785587,52.90945093204381
2023-09-22,100.35309087850048,102.28481540987124,97.74525833978336,98.71112060546875,151076,0.0,0.0,102.02886161804199,99.83249099731445,2.200055912444996,42.67093000803634
2023-09-25,98.51795860002949,99.96675210885346,96.87599557094028,97.84185791015625,53463,0.0,0.0,101.98056869506836,99.86436477661132,2.119078134818974,40.44014473107754
2023-09-26,99.19404954574392,99.19404954574392,94.79938075538097,95.42719268798828,57217,0.0,0.0,101.77773742675781,99.85953552246093,1.9209000865675236,34.97094702674224
2023-09-27,94.94426778137499,96.77940027059586,94.70280220448333,95.28231811523438,67237,0.0,0.0,101.54351577758788,99.84118438720704,1.7050392589282763,34.66800488244375
